,replyContent,score,content,thumbsUpCount
1158,,1,It’s a scam : My bank account doesn’t have as much as your first picture.,0
1159,,1,"Quick Balance button removed : For whatever reason, its UX gone bad",0
1160,,3,login interface : pls fix the keyboard in the next update thank you!,0
1161,,1,Doesn’t work : Doesn’t work proper most of the time,0
1162,,1,Hopeless : App keeps prompting me that service has timed out upon login or through paynow.,0
1163,,2,I always have to delte and download back to log in : ..,0
1164,,2,Error : I think there’s an error with the app. Please look into it.,0
1165,,1,App often stuck : Stuck or cant open,0
1166,,1,Poor : I tried to put an opt no it keep saying that not on the service,0
1167,,1,App keep crashin : App keep crashing after latest update. Unable to use it,0
1168,,1,"Most worse bank app : Most worse bank app, always stuck at sms OTP page, can't received any OTP.",0
1169,,1,Meh : Great app when it works. Doesn’t work 90% of the time hence the 1 star rating.,0
1170,,1,Paynow : Paynow for phone number not in contact does not work for iPhone 13 pro max,0
1171,,5,Supportive : Very efficient,0
1172,,1,"POSB Account : I have 2 accounts, POSB and DBS. 
I wish to use only POSB Digibank but it keeps going into my DBS Account, which I don’t want. Please help.",0
1173,,1,"session has timed out for your security, please login again : keep receiving the above message, cant even send money through the app anymore because it keeps logging me out?",0
1174,,1,Cannot even open : Using iphone 8 plus,0
1175,,1,Very unstable : App always encounters technical problems just when you need it urgent,0
1176,,1,Slow and Laggy : Very Slow on laucj itself,0
1177,,1,"unuseable : once the app demands for my OTP and I enter it, the loading animation will freeze and I literally can’t online bank.",0
1178,,2,Bug? : For some reason I can’t go in POSB app anymore. App closes by itself,0
1179,,1,STOP PUSHING ADS : Stop pushing ads…or least give us an option to disable it,0
1180,,1,App just crashed for no reason : Disappointing. How to get help?,0
1181,,1,"iPhone 12 heating up : iPhone 12 (iOS 14.4)heating up while using this app. 
Heating up in less than a minute of usage.",0
1182,,1,"POSB Digital is not for iPad : Very disappointed that this app does not support iPad use. It appeared as a shrink screen on the iPad, like in a mobile phone.",0
1183,,1,"Personlization Lost : Personlisation lost again, again & again ....",0
1184,,1,Digital Token : Login is long process of setting up Digital Token every single time. Really not Smart Banking using the POSB DBS App.,0
1185,,1,App keep reset password.. : Keep prompt to reset password... Nowdays app lousy.. Many issue..,0
1186,,1,"QR from photo library don’t work, pls resolve : QR from photo library don’t work, pls resolve",0
1187,,1,Dbs posb app all crash : What’s wrong ?!  The bank doesn’t read reviews ??,0
1188,,1,Lagging : App is always down and lagging especially during transactions,0
1189,,1,"Mediocre : Mediocre app keeps crashing.
Very poor considering it comes from a nation’s top bank.",0
1190,,1,Does not launch on older iPhones : This app (with the DBS one) fails to launch on my iPhone 7 Plus. Terrible.,0
1191,,3,this apps has bug : apps has bug.  the apps prevent u from signing out,0
1192,,1,Crashing :( : When will be fix?,0
1193,,1,badge notification bugs : the badge notification appears on the app while there is no notification to attend to. please fix this,0
1194,,1,posb : want pay now ppl cannot press their number ? their number on the same bar as the search bar how press ? want tf money everytime load so long ? problem sia .,0
1195,,1,App keeps timing out : I have the latest version and the app keeps timing out.  Do something abt it.,0
1196,,1,"Face ID : What happened to Face ID? After the upgrade, FaceID function disappeared, and I can’t find find where I can reactivate it!",0
1197,,1,App Issues : Face ID does not work. chatbot failed to start up. Personalization of name failed to take effect.,0
1198,,1,App keeps crashing : App keeps crashing upon launch. Please fix.,0
1199,,2,Paynow : Uploading photo QRcode doesn’t works.,0
1200,,1,Prompted to create token every login : hello? u want me to create a token each time i log in?,0
1201,,1,"Bad keyboard design : Pls fix the keyboard in the next update, it’s so frustrating!!",0
1202,,1,"App hanged : Hi, to whom it may concern. Your app hanged after I enter the handphone token. Please check. This problem being there for past 3 days",0
1203,,1,App not working : App doesn’t work after update on iOS. Please fix.,0
1204,,1,Keep crashing : I don't know why app keeps crashing on the lastest IOS. Update please ...,0
1205,,1,App keep on crashing : Please fix your app. It can’t be opened at all. It refuse to open.,0
1206,,1,App ruins iphone : Using the app causes the phone to overheat and I get a dim screen. Poorly optimised app!,0
1207,,1,"SESSION TIMEOUT : Always state session timeout, have to login more than 7-10 times than can assess.",0
1208,,1,App not working : Automatically shutdown the app once I click on it.,0
1209,,1,App keep crashing : Idk what’s wrong keep crashing it’s annoying,0
1210,,1,Don’t bother : Hangs your phone per use. Why bother.,0
1211,,5,⭐️⭐️⭐️⭐️⭐️ : I like it so much! Thanks POSB,0
1212,,1,"App won’t load. : After update, i can’t even open the app.",0
1213,,5,⭐️⭐️⭐️⭐️⭐️ : Great service!,0
1214,,1,Log in fail : I cant log into my acct on this app after the update. Pls verify. Ty,0
1215,,1,App doesn’t work at all : App doesn’t work at all. Best digital bank?! You gotta be kidding,0
1216,,1,"App not working : Can’t open the app at all, crashed. 
Disappointing & inconvenience",0
1217,,1,multiple request to setup digital token even though i’ve done it at least 3 times : please look into this,0
1218,,5,POSB : A very useful and good app for internet banking with POSB and DBS,0
1219,,1,App not working : App has not been working. Phone model: iPhone 8 Plus,0
1220,,1,App is not working : Couldn’t log in and do any transactions.,0
1221,,1,"Digital token : Every time I tried to pay now, I was asked to set up digital token every single time….
FFFFFFFUUUUUUUCCCCCCCCCCKKKKKKKK",0
1222,,1,Unable to launch the app : Need 2nd attempt to launch the app on IOS.,0
1223,,1,Too muchs ads : No way to turn off,0
1224,,5,Great : Fantastic,0
1225,,2,Digital Token Not Working! : I need to update my particulars. Fix this,0
1226,,1,I have to register digital token 5 times in 2 days? : DBS hello!?!? Does it make any sense here !!,0
1227,,1,Face ID doesn't work. : After IOS 13.5.1 update face ID for logging into app don't work.,0
1228,,1,"Face login not working for iPhone 13 : Hi, the Face ID login is not working for iPhone 13, with the latest iOS 16.1.",0
1229,,1,App crash : Can’t open app. Black screen n crash… -.-,0
1230,,1,Doesn’t work probably? : It hangs as I started the app. 😓,0
1231,,2,Face ID : Why FaceID is not working after the upgrade?,0
1232,,1,After recent update app fail : Bad update recently. Sep’2020. Totally can’t log in!,0
1233,,1,CAN’T log in the account : Fix it,0
1234,,1,"app causes phone to heat up : less than 1 min into the app, my phone becomes extremely warm. am using a 12 pro. pls do something about it...",0
1235,,1,App not working! : App start at front page,0
1236,,1,Posb digital bank : This apps also can’t log in at all.,0
1237,,1,Doesnt work : App doesnt work on my iphone 12 pro max despite numerous attempts,0
1238,,1,App crashes upon launching it : Please fix it soon.,0
1239,,1,Unable to open App on iPhone X : App is not responding on my iPhone X. Doesn’t work on IOS 14.2.  Please assist,0
1240,,1,Unable to enter app : Unable to enter app stuck,0
1241,,1,Waste time : Cannot open app.,0
1242,,1,Always crash : So bad update,0
1243,,1,Fix your app LOL : go fix your “manage digital token” thingy laaaaa ... walao i want use also cannot ..,0
1244,,1,Fixed your stupid app : Rubbish,0
1245,,1,Angry and Frustrated : What the hell is this POSB app ? Why suddenly asked me for set up your Token?,0
1246,,1,"doesn’t honor user preference : preference set to no marketing material, yet still pushing in app ads. 
extremely slow loading jobs, despite using 2020 model.",0
1247,,1,App keep crashing : Please fix,0
1248,,1,App can’t load : Kindly review ur app. It’s taking donkey years to load,0
1249,,1,"cannot log in : 2 day cannot log in thousand time🙂🙂🙂
What wrong with your🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂",0
1250,,1,"Dun force ppl to update to use paynow : Dun force ppl to update to use paynow, what crap is this",0
1251,,5,POSB : Super good service!,0
1252,,5,all easy : awesome app ❤️ good job guys!,0
1253,,5,Good app : Fast,0
1254,,5,good，fast ，smooth : good，fast，smooth,0
1255,,5,Ponnam Rajashekar : Nice app and good for transection,0
1256,,1,Rubbish : Cannot transfer how?,0
1257,,1,"PAY & TRANSFER : Hi , why the apps PAY & TRANSFER hang ? Can you solve this problem ASAP",0
1258,,1,Frustrated : Your app keep shutting down!!!!! Whats wrong with you guys? FIX IT..!!!!!,0
1259,,1,worst banking app. : app keep crashing whenever i try to open. tot cimb had the worst banking app. this is even worse. how can u force ppl to use the digi token to login with such an unstable app?,0
1260,,1,Paynow not working : Created a huge inconvenience,0
1261,,1,"no chinese support, no sms notifications : no chinese support, no sms notifications when i there’s transactions deposited.",0
1262,,1,One of the worse banking app : Always clash!,0
1263,,1,Face ID : Face ID doesn’t work after I updated the app,0
1264,,1,cant login : after update cant login anymore pls fix the problem,0
1265,,1,worst time to have down digital services : stupid app give me my money,0
1266,,1,iPhone12 Pro Max is heating up : While using this application iPhone heats up near rear cameras,0
1267,,1,keep crashing non stop : keeps crashing even tho app is up to date,0
1268,,1,shameless : i suggest you spend time doing proper work rather than deleting my review.,0
1269,,1,App on iPhone 8 hangs : The app hangs upon launching on iPhone 8 Plus. Please review and rectify. Thanks,0
1270,,1,App unable to work : App unable to work on iphone 8 plus iOS14.2 And 14.3,0
1271,,5,Great Application : Swiftly,0
1272,,5,"Love the Ease. Love the Animations! : Good job, Devs.",0
1273,,1,Log in issue : Can’t log in. It display  “The COMPANY_CODE_KEY can’t be found”.,0
1274,,1,update issue : after the update.. keep on auto sign in failed.,0
1275,,1,"Ugh : Be smart abit la. If you want to fix your system, do it when everyones ASLEEP. NOT IN THE MIDDLE OF THE AFTERNOON",0
1276,,1,"Disgusting : What’s going on with this app? Can’t do anything... huh 😞😞😞,,,,",0
1277,,5,App : Useful!!!,0
1278,,1,Worst of all : The worst Ibanking app of all Ibanking...go and get better tech guys,0
1279,,1,"Apps HANG : After the recent update, the Apps HANG. That include the DBS Apps. Same issue, Both Apps HANG",0
1280,,1,Peek balance and Face ID login gone ?? : Please fix the bugs!,0
1281,,1,Not support ISO15 : Why’s the wrong not Support my iPhone 🤔,0
1282,,2,烂 : 这是我用过最烂的网上银行👎🏻还不如大马的网上银行来得好,0
1283,,1,Disappointing : I wud minus star if I could 😡,0
1284,,5,Posb : Very good,0
1285,,1,"Why : Why need to upgrade the POSB, now it’s really troublesome.",0
1286,,1,Worst app ever : IT dept incapable of restoring application to work. What a pathetic bank….disgrace…,0
1287,,1,Poor Integration : Poor integration with Ezylink. Inconvenient integration : interoperability with Paylah,0
1288,,1,Lesson Time out 🥴 : Every time lesson timeout,0
1289,,1,horrible app fix it !!! : this app and dbs ibanking are useless i can't even get into both apps,0
1290,,1,"posb app : update new this app, more poor then before!!! i can’t login!!!!",0
1291,,5,hello : stopped my gf from paynow’ing me. great app !,0
1292,,5,Great : Great app,0
1293,,1,Very laggy this days. Pls review and improve : Above.,0
1294,,1,cannot open app : hi i dont know why i cannot login to the app.. its just stuck at the homepage there.. help,0
1295,,1,ugh : where is the face id function????? it isnt even working anymore,0
1296,,1,worst app ever : always system down. for what make app if like this,0
1297,,1,why my app cant use？ : 1 month ordy cannot use why?,0
1298,,1,Digital Token : One of the worst digital token experience. Unresponsive be it automatic digital approval or OTP verification.,0
1299,,1,Fail Face ID : can not use faceid,0
1300,,3,Please fix remit : As title,0
1301,,2,new keyboard is bad. : new keyboard is not easy to use.,0
1302,,1,Lol : Rlly? $2 service charge for amt below $500? N 2 cent interest? Licensed loan shark.,0
1303,,1,App keeps crashing after update. : Both my POSB DIGIBANK AND MY DBS DIGIBANK KEEPS CRASHING. Help me solve this please.,0
1304,,1,POSB down : Should reimburse us!,0
1305,,1,Useless app : Useless app,0
1306,,1,cannot use : one month rdy leh cannot use,0
1307,,1,crashed : dk what’s wrong with th app. keep on crashed. can’t even login,0
1308,,1,APPS KEEP CRASHING IPHONE : Apps keep crashing. Please do something. Gosh,0
1309,,1,App : App always hanged,0
1310,,1,always under maintainance : i can never ever set up an acc bc its always on maintainance 😐😢,0
1311,,5,good : very good,0
1312,,1,Not working on M1 Macs : It does not work on my MBA with M1 chipset,0
1313,,1,all hanging : the new update always laggy,0
1314,,1,Repeating transaction in Nav not working : Embarrassing,0
1315,,1,"App crashed : App exit unexpectedly, (iPhone XR)",0
1316,,2,App shutdowns : App shutdowns suddenly.,0
1317,,4,Dark mode pls : PLS ADD DARK MODE,0
1318,,5,Good : Al r ok,0
1319,,1,The Lousiest Bank App Ever : The lousiest bank app ever!,0
1320,,3,Hello : WHY I CANNOT LOG IN NOW AND SHE LOOKING TOKEN BUT I DONT HAVE THAT !!! LAST TIME EASY TO LOG IN AND I CHECK MY BALANCE NOW I CANNOT... PLEASE  REply 😢😢😢,0
1321,,5,POSB : Excellent,0
1322,,5,Good : Good,0
1323,,1,repeated requests to onboard to digital token : this is wrong..,0
1324,,1,cant open the app : cant ooen the app,0
1325,,1,Mobile app problem : THE MOBILE APP 2 MONTHS ALREADY UNTIL NOW NOT WORKING . THEY DONT  EVEN FIX IT.,0
1326,,1,What’s with the error??? : CAN’T EVEN LOG IN INTO THE APP AFTER THE RECENT UPDATE 😡,0
1327,,1,A bunch of monkeys : A bunch of monkeys,0
1328,,5,Good : Good,0
1329,,5,Commended : Nizeee,0
1330,,1,Face ID for DIGIBANK : For goodness sake! Do NOT disable my Face ID for DIGIBANK !!!,0
1331,,5,便易顺通 : 👍💰🫰💰,0
1332,,4,Good : Good,0
1333,,1,Crashing : THE APP KEEPS CRASHING ALL OF A SUDDEN,0
1334,,1,为什么没有华文 : 人家OCBC都有华语版本  对外汇人不友好,0
1335,,1,中文 : 没有中文版吗？,0
1336,,1,PAYNOW GOT PROBLEM : CANNOT PAYNOW KEY IN CONTACT ALREADY COME UP 5 NUMBER,0
1337,,5,能不能取消密码器，烦死了 : 密码器必须随身带着，好麻烦，哪天忘了带，就真的痛苦了。,0
1338,,2,"Biometric login | Quick peek gone aft update? : Have always lauded TouchID login as a key game changer to friends as it really speeds up the process and makes PayNow / Scan to Pay a breeze (rest of waiting time mostly on sending and receiving of transaction status).

It was mysteriously gone after an app update. After having read the reviews, realised FaceID is not supported as well.
Please make biometric login a priority as this is key to a good / secure mobile banking app.

*balance Quick peek unfortunately has also been missing after my last update.*

If implementing Face ID in a future update, perhaps would be a good time to do a ‘iOS12’ styled version as well. To fine tune critical features and fix bugs in existing ones.

A future feature request would be to be able to streamline e interface further and allow user to customise e home screen to hide lesser used functions and bring most common ones forward.

OCBC’s interface is nice to look at, but TouchID login process is limited and app crashes time to time upon conducting transactions.

Hope POSB’s versions moves forward at a steady and measured pace. To add stuff and improve w each iteration w/o breaking any existing features*",0
1339,,4,"POSB digibank : Well. After the latest update, things really do seem smoother. 
However when making payments to other bank's credit card, it becomes tricky. Because the banks logos do not appear. Instead, a large yellow dot with the letter L in the center appears as the logo. And all the other credit cards will have that same logo. So stupid!
So every time I make a credit card payment to say UOB, I have to remember my credit card number. Because there's this yellow logo, and all the other credit cards have the same yellow logo with the letter L. Surely DBS can do better. 
Thank you.",0
1340,,4,"lagging behind other banks : Other banks provide better login methods (faster and uses good FaceID). POSB/DBS need to catch up. Heard a new app is coming, hope key functions such as amount used on credit card will be there (instead of having to manually available limit minus from the total limit to calculate it. You should also always display pending transactions (citibank and UOB are already doing it - don’t understand why the “best” bank in singapore doesn’t have any of these functions. Was disappointed when I tried to find any of these key features.",0
1341,,4,"Great Improvement from previous App, but... : Now it's a lot more interactive with nice clean layout with convenient access to what you want. With Touch ID, it's much easier to log in. 

Regarding this issue, when I close the app using the home button and return back to the app via home screen or multi task window, there's no verification with Touch ID again, that's a security compromise. It would be better if there's always a request for Touch ID. When popping in and out of the app.",0
1342,,4,"Nice improved app but need tweaking : Its a nice refreshing app but first thing i noticed is the font and numbers are too small in the balance amount.

It would also be nice if we can re-arrange the display order in our displayed account page like the OCBC apps offer so that the more frequently used account can be shifted to the top of the page and we dont have to scroll down the page.",0
1343,,3,"Great features, some broken : Paynow is fantastic. A lot of services are at my fingertips which makes life a lot easier. But one thing that has been broken for a while on the iOS version is the phonebook search in PayNow. Typing a friend's name doesn't bring up a filtered drop down for me to select from. It's just completely broken. Copy pasting a phone number ends up being truncated too. So in the end I always have to manually key in phone numbers to make a transfer. Please fix it soon, it's not that hard guys!",0
1344,,3,"Surprise : I've been taking for granted that whatever I see from this app (whether it's è slide & hold or login view) how much balance I have in my account. When I saw the digits literally not moving after I spent some money, I went to the ATM machine to check and my balance was really different from what I saw on the app. Yes it was a surprise for me to realize the digits I've been seeing is not updated at all for quite some time. Please help fix this issue. I love using this app cuz it's v useful and user-friendly. I would like to give it 5 stars again.",0
1345,,1,"Slow : Before the update , everything was so smooth and neat , it’s basically zero effort be it transaction wise as well as checking of balance and all 
However after the update , checking of balance was slow and all , everything requires SMS Pin and all , it really slowed down the whole process by a lot as it was once easily done with fingerprint scanning 

Besides the whole SMS pin problem , sometimes it showed incorrect pin even though it was the right one , and i had to leave the app first , then enter back the app to be able to access to the page that i want

You see , maybe instead of trying to improve useless stuffs , what not just bring back the old one which was smooth and fast , I feel that for us users , nothing beats quick and efficiency , we just need our stuffs quick , and not a slow process like this 

It’s really quite disappointing as i once liked the app a lot and introduced it to a lot of my friends",0
1346,,1,"History for overseas transfer : Have u just updated again the app without proper notifications for us to update in iTunes? This is the second time I've experienced an update without any details. Previously when I do transfer I could check it out in the history, in which I have another box there to select the transaction type which is for overseas transfer. Now I could only see the account type and the latter has just disappeared. It very efficient last time since you would see if it's completed or submitted with regards to your status. Please do the update and put it back 
Thanks",0
1347,,2,"Great... if i can even login : I doubt the effectiveness of this app. Feature-set Looks good in theory but none of it matters if I can’t even login. I reset my
Password at least twice in a row, the SMS notifications was beserk, when i was setting up ibanking the app showed me a ‘unsuccessful setup’ status & then logged me in. Seriously sketchy... i am using the latest iOS 13.1 but i was able to login on the laptop but not mobile phone.. sketttchyyyyy i will wanna take screenshots of all my actions/transactions now. I would be ‘pro cryptocurrency just for this but LOL it’s all haywire, correct anot???",0
1348,,1,"Very dissapointing : App often crash. Upon signing in and after doing the setting for face log in and peek balance. Over some time all those settings will go default. It is very frustrating. No point of implementing these features when it doesn't work properly. Have been facing this issue quite some time.

At times after keying in correct details to log in, pop out box stating digital token was set wrongly and need to re install app. Even the homepage of the app is flickering. What is going on here POSB? Please do somthing about all these issue. 

it is really dissappointing thinking that this app could ease daily use.",0
1349,,1,"Great interface, but zero usage practicality : The interface overshadows the practicality of the app usage. Been having multiple issues with Digital Token Authentication, and I’m not the only one facing this problem. Even after following the live agent’s suggestions of deleting the app and reinstalling it again, it doesn’t work. Then they had to manually delete the digital token on their end (so that I can set it up again), I thought that there would be hope, but the authentication STILL doesn’t work. Please POSB, for the love of your neighbours, fix this terrible and irritating bug.",0
1350,,1,"What’s the point? : Really. What’s the point of the app when it does not allow you to register? Downloaded the app. Tried registering. Put in my card numbers etc. And app says service is not available, try again later. Sure. Tried again later. Still didn’t work. Tried later again. Again doesn’t work. Basically I cannot register. So brings me back to my point; what’s the point of this utterly useless app when you can’t use it? And it’s a banking app. Does not inspire confidence with the banks digital initiatives if they can’t get one simple basic app right.

Utterly useless.",0
1351,,5,"Singaporeans complain too much : I think this is a great app, with a well-designed and user friendly interface, far better than the one that came before it. It lets me review and transfer funds with relative ease. I don't know why so many Singaporeans take all these things for granted; but kudos to the devs who made this app, thank you!",0
1352,,1,"Connectivity Issue : I could not even open the app. Once the app loads, an alert pops up which states “Digibank Alert. Unable to verify you internet connectivity” funny thing is that the background promotion news loads perfectly and this seems to be the only app in my phone that does not work. Ps I I have connected via mobile data and home wifi, plus I have uninstalled and reinstalled several times, however, the issue is still there and it’s been going on for days! Please fix this issue! Such an inconvenience.",0
1353,,5,Where did Touch ID login go? : I had thought that DBS/POSB has finally started getting digital right with their online and app efforts but this new release is pretty disappointing. Why have you removed the Touch ID login feature? That really make your app a breeze to use and now you've gone and ruined the experience.,0
1354,,5,"Love the simple design in Financial Plan : I have been using POSB app for my daily purpose and the most advanced feature I liked the most is Financial Plan. They designed to make it more simple and very outstanding. User interface and experience are the key to success. Keep it up guys, you can do it better. #BestBankInWorld",0
1355,,1,"App installed but nowhere to be found : Zero stars for this horrible app

Was forced to download this app because the pervious POSB app stopped working. Even with all the bad reviews I had to download this to use IB but after clicking download, the app was not seen on my phone. Tried to click download again and same thing happened. 

If your newest app is not ready to be used by clients, why do you have to close the previous POSB IB app? This is supposed to be more convenient for clients but it just angers us? Perhaps you should attempt to use this app and ENSURE it works BEFORE releasing it.",0
1356,,5,"Performance Improvement Feedback : Thank you for continuously making progress for a quicker and effortless ibanking.  

Perhaps the next one that should be look into is the balance quick peek and face ID.   After my upgrade to iOS 12.2, i’ve to go login with userid and password the ancient way.",0
1357,,5,Great Improvement! : I'm really impressed with the app. It is much easier to use as compared to the old mBanking app which was too cluttered. Now i'm able to check my balance and transfer funds to other accounts on my phone!,0
1358,,1,"Digital Token isn’t working?! : Want to do some online banking and I have to authenticate via the app but I keep getting the pop up to enable digital token and nothing happens even though I’ve already registered the physical token? I cannot even generate an OTP on the app because it just prompts me to login and takes me to the homepage, and there’s no digital token button anywhere on the interface once you’re logged in. I don’t have the option of getting an OTP through SMS or using the physical token as well. Very frustrating!",0
1359,,1,"Crash : I am using face ID so i can’t key wrong password but still prompt me wrong PW and need to delete the whole app and reinstall again, this happens every 2days or so, since I updated the key token update thing.. this has been on going i have to delete and reinstall even i know and 100% sure that i have the correct password..this has been very inconvenient cause i have accounts that I transfer money in and out from time to time.,please help to check why is this happening",0
1360,,1,语言 : 软件已经出中文了。更新后完全没看见在哪里有中文的。,0
1361,,1,"Great app. Nice waiting game : This is a great app that lags the moment the you open it. After a few seconds, you can start to log in and thereafter you will have to wait because this bank have so many customers. You have to understand that the app not only serves you but others too. So if you can't log in, please try again even though other banks do it better. At POSB, waiting is better. If not why would you use it instead of going down to the dbs/posb ATMs right?",0
1362,,4,Satisfied but suggestion! : Very satisfying experience in the app. The only feature I wish the app provide is being able to check Transaction history for each payee or a particular person that I have transferred in stead of looking back inside the long list of every transactions.,0
1363,,5,Biometric issues was resolved with the latest updates : The biometric issues were fixed and the app is working now very good. I feel much much better as compared to previous versions.,0
1364,,1,"New UI is bad : Still prefer the previous UI. 
Seems that you guys are changing the app for the sake of changing.   Poor layout.  Font is too thin, text is too small hard to read.  Not everyone has a 7 inch screen !
Had to jump through hoops to find a service.  
Where is the card fee waiver ?  It's hidden in the chat bot and had to launch a browser to login again ?? and how do I authenticate when I am in the POSB's app browser ???
What's with the insurance ad on the main page?",0
1365,,5,"A MASSIVE improvement!!! : I don’t usually write reviews for bank apps but I’ve been frustrated with posb digibank’s app for too long.. Until today’s update. Omg, it’s so fast and intuitive. It’s everything a modern bank app should be. Keep improving please, I am LOVING this change!! 5 stars!",0
1366,,5,"Lo & behold : Finally, an app that's thousand times better than the original. Really excited by the work of the IT team and really glad at the work you guys have been doing. Kuddos to those who worked to create this wonderful and interactive app! Cheers!",0
1367,,3,"Great idea but needs improvements : The balance peeking is useful, however that also means other people can gain access to my balance info whenever I hand then my phone, there should be a simple and fast verification to peek the balance like making use of the touch ID.
Touch ID can also be used to replace the token for various transactions.
Great app overall",0
1368,,5,"FaceID & Peek Features are in the Personal Settings ! : Those of you using iOS12.1 - both FaceID and Peek features can be found under Settings > Personal Change (1st item in the menu) ! For those who gave poor ratings, pls check again.",0
1369,,1,"Unstable and a downgrade from previous version.. : Highly unstable after updates. login page timed out for no reason -I just launched the app. Multiple service not available even though it’s touchid. Interface not user friendly as well, I realised. Find it takes a while to find what I’m looking for. The previous version, I was less familiar but figured out intuitively where I could find things. The design is really a downgrade as well.",0
1370,,1,"Unfriendly User Interface : 1. Interface not optimized to iPhone 8plus. Black bars on top and bottom of screen makes the interface look outdated.
2. Functionalities are not as clearly apparent as previous version.
3. Failed digital token authentification when trying to make payments on line. Button to press does not appear in phone app. No other options for one time OTP generation to make payments.

Very disappointed with update. Please rectify soon.",0
1371,,5,Karthik marupaka : It’s really good app for all the workers here from India or Bangladesh or etc coz easy to send money to our families it’s good supporting app all off us please download all you to understand new things in dbs and posb we support them they will support us more,0
1372,,1,"can i use the old version? : i tried to pay other banks credit card once first transaction was done i clicked make another payment, app crashed, ok fine, i relogin again and clocked transfer & pay and chose pay other banks again, then crash again, crashed few times and the app cannot use anymore, i reinstalled twice still the same, the app just cannot use anymore, i clicked Login and nth happen..",0
1373,,1,"Worst banking App : DBS just can’t get this app to do the most important thing which is to allow to login to your account when you are on a desktop or laptop, the digital token which was used to be there although never worked allows you to generate manual OTP, and with the most recent update they completely remove this feature, and I can’t login to my DBS account, this is such a simple thing and they simply can’t do it right!",0
1374,,2,"welcoming change but : we do not need a huge banner that takes up half of screen space every time we log in saying ""welcome to digibank"" that's poor design.

why did you remove the rubber banding effect when you scroll? it's a system wide feature of iOS and disabling it only makes your application inconsistent with other iOS apps.

when I type in the SMS secure pin, why do I need to close the keyboard just because the submit button is hidden behind it? that's poor design. it should be placed on the TOP right hand corner of the token window.

please look at how impressive Apps from other countries especially the US are. Singapore apps pale in comparison",0
1375,,5,"The new interface is pretty : The new interface is pleasant for use. As compared to other banks, the digital functions really can perform most of the transactions and they are seamlessly done.",0
1376,,1,"Very Bad App and unstable at time : Had installed app on a few occasions, after every attempt to synchronised my ID & Pin , after a few days it will not allow me to log in citing digi token setup failed instantly ... IT must do something about it before more will turn to other user friendly Banking App 。Please trace my past records how many time is installed and re-instal again . Before your upgrade all was well , but after that all was a mess",0
1377,,2,"App cannot use : I been using this app for so long. After I update the app and when I want to use it. It’s keep prompting that my phone not connected to internet..?? Using wifi, and even I off and on my phone many times it’s still the same... And it’s not convenient for me to always use my laptop to check my account and transfer..",0
1378,,1,"App keeps saying unable to verify internet connectivity : Cannot log-in in app, keeps saying unable to verify internet connectivity even if all other apps work. Settings checked and Data is on for this app but still the same problem. Uninstalled & installed still the same. Now cannot authenticate transactions because I cannot log-in in app so digital token cannot work. This is frustrating!",0
1379,,5,"Can’t even login : After the latest update, the app cant even allow me to log in, keep receiving the error message Page timeout.",0
1380,,3,"Buggy Lagging : Before update, things will smooth.. from logging in to making transactions will a breeze.. now the app take quite a while to login for iphone SE, took long to process the login and sometimes double login try.. it also look very buggy.. plz do something about it...",0
1381,,1,Irritating .....old app is better than current app : This app is really wasting my time.. When I tap login on my iPhone 6+.. It's not even responds.. No error nothing.. When I see in AppStore there is no updated app... They just added few useful functionalities like Touch ID n quick balance .. But services are always down...what's the point to add new functions which cannot maintain.. Please come up with better quality app with new UX,0
1382,,4,"Request for extra features : The app is currently nice enough. But, of course, it can still be further improved.

I would like to request two new features in the credit card statement listing:
(1) Show the running total of posted payments in the Unbilled Transactions pageview

(2) For transactions in overseas currencies, show the foreign currency amount in the transaction entry

Note that these two features are already available on the desktop webpage view of the same info.",0
1383,,4,"Option to request for a new cheque book : Please consider introducing on this App, an option to request for a new cheque book to be delivered, instead of having to call the branch or customer service. Thank you",0
1384,,5,Love it!! : I really love how it helps to sort out my expenses with the new Financial GPS Tracker features. I finally get to ease my mind where my money goes to. No longer need additional app to manage my money.,0
1385,,5,"Really Nice : Compared with DBS UI, this new DiGi UI is superb. No need to keep moving the page. 

Bit scary abt the UI looks not corp style, but the process is awesome.
 Try to change the WEB UI also like this. 
The new web ui is really F'Off...",0
1386,,1,"Digital token authentication is a fail : Hi POSB, I have failed to authenticate my online session through the app’s digital token feature. I didn’t even receive any notification on my app, and the amazing design means I have to wait for the countdown on the website to finish before I can do anything about it. Please fix this because if I cannot use the digital token authentication feature then I cannot use POSB online banking.",0
1387,,4,Need an update! : Always relied on Touch ID for easier login before I switched my phone. Now it’s a hassle to manually type in everything again. Could Face ID be incorporated into the app as soon as possible please?,0
1388,,5,Works well : I got no idea what happened to the other customers about this app problem but this just works for me 100%.,0
1389,,3,"Activate Overseas Usage of Card : Tried this using both POSB and DBS app. Either I can't agree to the terms and conditions because number pad is blocking (no way to remove the number pad after keying in dates)(DBS app) or I can't limit the usage for a period of time (POSB app) T.T

Have to end up using the computer.",0
1390,,1,"Face ID does not work : Face ID will succeed but the result from the app is “service not available right now.” If try to login through the normal way, will be prompted with timed out error. Every single time. Unable to disable Face ID either; it will give the same message as when you try to login with Face ID. Since the latest update until now, still no fix for this.",0
