,score,content,thumbsUpCount,replyContent
1098,1,"App can't open anymore after update : I updated the app on the 18th April and now it doesn't open anymore. It's really frustrating because I can't check my balance and do transfers. everytime I click on the app, it immediately crashes. Help? It can't be my phone because all my other apps work fine.",0,
1099,2,"Unable to load : Able to key in ID and PIN, but the next page does not load - keeps ""loading"", but does not load. How to do transfers & checks without being able to load? Hope posb can fix before the mBanking app is retired in April next week! :)",0,
1100,5,Possibly the best banking app! : I'm jealous that my other banking app are not as neat and informative as this. It seems that POSB / DBS are on the right track to continuously win customer's heart.,0,
1101,1,"Terrible! : The app used to be easy to use and a very efficient way of tracking my finances. All of a sudden, it started to auto log me out of my account when I had just logged in, or glitch and force shut down the whole app, returning me to my phone home screen. Extremely frustrating.",0,
1102,4,"No auto push notifications of funds received : Hi,

Perhaps this is the most important feature still missing to get a 5 Star rating.

Thanks,",0,
1103,1,"Ridiculous : it is ridiculous that I cannot transfer money out or view my transactions just because I do not have my token with me as my house is under renovation thus I do not have my token to sign up for whatever nonsensical update you have. just because I can't sign up, I CANNOT do transactions??? PFFT (and wow you only allow 4 stars to be submitted) SCAM",0,
1104,1,"Help! Can’t login to POSB to do transactions. : Help! The app keeps having this pop-up message “We are unable to verify your internet connectivity. Please close the app, check your network settings and login again.”

I can’t even do any transactions on PayNow! Or view my bank account now that I have switched to digital token!",0,
1105,4,"Reinstall to be TouchID back : I was having error message when using Fingerprint ID function. After reinstalling the apps, the fingerprint ID function is back to normal.",0,
1106,1,"New digibank is faulty : Unable to make any transaction as it keeps prompting to enable token when i have alrdy done so. Tried to use the manual OTP and found that the app does not even have this option. This new update only serves to ""beautify"" the app but function wise has downgraded severely. Please fix this soon or revert it back to the old version.",0,
1107,5,Digital token : Technical issues when using digital token authentication through AXS m station payment facility,0,
1108,1,"What kind of app is this! : I want to access my information through the app, but stuck at this OTP setup and I am not allowed to skip. When I try to setup, it requires the token which is currently NOT with me. Try to feedback this via review in the app, but it doesn't allow me to submit my feedback unless it's a 4 star and above.",0,
1109,1,Previously set-up Digital Token is not working after latest update! : Digital Token is now missing after the latest update. App refuses to allow me to set up the Digital Token again & keeps kicking me back to the Home Page. Please fix this bug as we keep on having to use the physical token for payments.,0,
1110,2,"Not responsive!! : Tried to login to my account, but keeps telling me service is not available and to contact hotline. 

Same for mobile token!! What is going on? I can’t authenticate at all! The app keeps loading and loading. Please do something to it!!",0,
1111,3,"TouchID login not working : Not sure if there is any specific reason why TouchID login has been taken off in the latest update.
Now it requires signin via user if and password each time.",0,
1112,1,"Update bugs : This update have bugs on digital token, can't edit it. Each time I log in now I have to key in OTP, this is tiresome. On top of that the Face ID never work. Please check your updates before issuing out instead of making it easier for user you making it worse.",0,
1113,4,Face ID still not accepeted?! : iOS face ID login has been around for some time. Do update the app to allow that soon... app was 5 stars before face id stopped working,0,
1114,3,"App works fine, but don’t keep asking for a rating : Please allow users to opt out of being asked to do a rating of the app every time it is used. It’s really annoying.",0,
1115,1,Inconsistent app : Quite often the app will go haywire and require you to reinstall the app again. It is very annoying when you are on the move and need something fast!!! It’s time to improve the app when everyone else is looking to improve the efficiencies of mobile banking.,0,
1116,2,"Very week : They try to optimize the work flow, but never fix the foundations, 
The new authentication features, is not smooth and fluent at all, sometimes the 1 minutes count ends, and i am still waiting to press the button, for next round!!",0,
1117,2,"Unable to enter app : This app is really convenient to use but lately I have problems entering the app. Tried reinstalling it, switching off my phone etc but none of them work. Is anyone facing the same issue or has any advice to give?><",0,
1118,3,"Peek view gone : Not sure what happened but the peek view function disappeared after one of the updates. I find that function very convenient, sadly now it's gone.",0,
1119,1,"New version app has bug ? Unable to log in : After upgraded to the New version app, I am not able to log into my bank account - keep getting banking services not available try again soon or contact the bank. Is there bug ? Please fix. Thank you.",0,
1120,5,Awesome : Much better than the previous app. Easier to navigate around and get stuffs done. Love it. Good job!,0,
1121,1,Error on uploading documents : When I chose the option for uploading documents for proof of income it states there’s a typerror. And when I choose to submit cpf statement there’s an error after I’m redirected. Sounds like the app has compatibility issues which are somewhat basic stuff that we’d expect,0,
1122,1,"Reduced security : I prefer to enter the OTP for any transaction I will make. The so-call ""digibank"" force me to choose ""enhanced security"", which will NOT ask me for OTP again for those Low risk transactions. I am very disappointed with this update from DBS/POSB. Called customer service desk but just replied me you can try again later. From bad to worse...",0,
1123,1,"Disappointing : The updated version will auto delete my personalisation changes and remove my list of saved payees. 

What is the point of saving my account details if I have to re login every time and re-enter payment accounts simply because the app auto deletes it?",0,
1124,5,Love the new features! Accessing the app now hassle free! : A lot better than the old one😬,0,
1125,3,"Updates new version service not available : Just updated the new version, but service not available ? This causes inconvenience",0,
1126,1,"Can't view on iWatch : I can't view the balance on my iwatch at all. It kept showing login and enable apple watch feature from the app, which I already did.

The only way for me to view it on my watch is to login the app on my phone, leave it logged in whike I peep on my watch, which is double dumb job.",0,
1127,4,Bug in iPhone X : Always fail first attempt log in with face ID. At least two times need to try for log in.,0,
1128,1,"Copy and paste function : Kindly do review and allow copy and paste function when making a fund transfer. As I have to key in manually for the account no. which can easily transfer to the wrong account.
Do allow the use of old app during the cut over period.",0,
1129,1,Getting Bad : It is not cool when one is in the midst of a transaction and it kept crashing and crashing. Other local banks' applications are doing just fine with simplicity. There is no point of updating the application with additional features if it keeps crashing. Fix it!,0,
1130,2,"Why remove the slide to view function? : The older update was more convenient, allowing us to view our balance by sliding and not having to login. Was shocked to see this function missing!",0,
1131,5,Change the color : Please change the colour back to blue and it was very nice to look and pleasant for the eyes,0,
1132,5,Been working all fine : Nothing wrong,0,
1133,4,"Good App : Way better than the previous app, just hoping some more features involving 3D Touch in near future",0,
1134,1,"PayNow feature removed : Where is the PayNow feature? When I login via the PayNow button, you bring me to my main list of accounts. When I tap Transfer/PayNow, I am only able to select transfers via bank accounts via lists of payers, not the usual PayNow list of mobile numbers.",0,
1135,3,TouchID service is not a Available : Sometime when I login with TouchID I will encounter service is not available now and it can be quite annoying. Please look into this. Thanks.,0,
1136,3,"UI can be tweaked : Its nice and all but the buttons used the most are all at the top, which requires users to stretch their thumb all the way up. 

And feels like there is too much ""news and insight"".",0,
1137,1,"Too long : Takes so long just to load. Authentication page can also disappear suddenly when I want to press ‘approve’. Restarted the app more than 5 times just to authenticate but still stuck at the loading page, so I gave up checking.",0,
1138,1,Problem on the app : I don’t know why the app keep reset by itself and at time cannot loin have to reset the app again and again. And the I have to keep update my information on the app. It just keep reset by itself can you guys pls do something about it !!!,0,
1139,1,"NOT COMPATIBLE WITH IPHONE X : It is so annoying and very troublesome that I have to keep logging in when using the app on the iPhone X, on previous phones I simply had to use Touch ID to log in. I ant even see the quick view option as I have to keep logging in every time. Please make the app iPhone X friendly !",0,
1140,5,"Delightful experience! : Better than the old one. Works well on the iPhone XS, great job 👍🏼",0,
1141,1,Keeps telling my digital token is gone : Have to keep deleting the app just because of the digital token. Can you fix this issue and the face id and quick peek? Everything turns off by itself in less than a week every time the app is reinstalled.,0,
1142,2,"Service problem : I just updated the app yesterday, however i could not used the services that is provided. Everything is not available..

Fix it soon please",0,
1143,3,"Face ID not supported : Please make full use of latest handphone technology to improve overall user experience. 

With iPhone X, now required to manually key in the user ID and password for entry.",0,
1144,1,"Frustrating : Learning to jump through a new set of hoops every couple of weeks gets tiresome.  If an app is reasonably functional and stable, why not leave it alone?  This update is neither, with one of the most counterintuitive interfaces I've every had the misfortune of using.",0,
1145,5,Latest Update is very good! 👍🏻 : The new layout is very cool and easy to access all details that i need 👏🏻👏🏻👏🏻,0,
1146,4,"Pros & Cons : Navigating in the app is now easier and faster with quicklinks, peek & touch ID.

But UI and design wise, prefer the older version which is more pleasing to see and nicer look.",0,
1147,3,"App display not fitted for bigger phones : display seems to be for smaller screen sizes, leaving large black borders on the top and bottom of screen. please fix it, it looks primitive",0,
1148,1,disappointed : why I tried to click any button it keep on saying try again later and later and later but now i still doesn’t see any difference still the same,0,
1149,2,"Peek Balance missing : I really miss the peek balance feature..
Not sure it’s missing from iPhone X only or for all phone.. and also now everytime need to key in user ID n password, would love to just unlock using face ID...
Pls fix it...",0,
1150,2,Bring back touch ID and quick view : After latest update touch ID login and quick view function is gone. Really useful functions imho. Please bring them back!,0,
1151,3,"Digital Token : Digital Token seem not working anymore after the updates..kindly check on this..whenever you login using pin or touch ID..it will prompt ""unsuccessful""",0,
1152,1,"Seriously?? : Slooow after revamp. Used to be instant clicks now seeing the POSB key blinking slowly - even selecting my account to make transfer from.
Made online purchase, transferred and realized no way to get transaction number, even from history.. now got to call the online merchant.. Seriously DBS/POSB???",0,
1153,3,"App not filling full screen : I just updated the app and now its not filling the whole screen on Iphone 7, there are black spaces on top and bottom of app page.",0,
1154,1,Can't seem to launch : Kept getting the pop up saying I have to update the app before I can use. After updating I can't seem to launch the app. Kept having the pop up again and again. Can we do smth really quick about this.,0,
1155,2,Worse than the previous app... : SERIOUSLY. it doesn't even let me log in cause it's experiencing heavy traffic. Oh really. Did the developers seriously expect only 10 people to use POSB ibanking when it's the most popular bank in SG? Really?,0,
1156,3,Logout button : Recent update is nice and fast.. but the log out button should be placed in the Home tab which is the default tab.,0,
1157,2,"New app, slow app, lousy optimization : Nice looks but doesn’t work as well as old app. Slow, hangs, and not optimized. Pls fire your app team. Rehire the old team. Fingerprint also can’t work, hangs and time out. This is for iOS",0,
1158,1,Lousy app : This upgrade caused me a denial of service! I am unable to use my digital token on the phone and the “enable” button does not respond no matter how many times i press it. I am officially lock out of my own internet banking account. Bloody silly design and “new functionality”.,0,
1159,1,"Can’t log in : When I opened paynow, it goes to the login page. After logging in, it goes to the one time IB registration. It stated that I have registered but I can’t go anywhere after that. There’s only 2 options to logout or to register. But I already registered. Can’t log in.",0,
1160,5,Easy to use : Easily one of the best apps. Easy to use and very fast too. 5 stars!,0,
1161,5,"Easy to you : Have cul features 
Easy transfer 
Peek balance",0,
1162,1,"New app is slower than the older one : Previous version process speed was decent. The new update make all transaction process slower and i really hate it when the small posb logo keep blinking a while, it never happen to older version.",0,
1163,1,Can't authenticate via digital token : I'm not able to log in via web browser on my Macbook. Authentication is not possible. And I can't generate OTP either. These functions worked fine before the app update. Why fix something that is not broken?,0,
1164,1,"Why password always require for each transaction ? : After updated to the latest version, password always require for each transactions. It make not user friendly",0,
1165,2,"Life is becoming bad to worst : My bank account is like normally two digits but after the recent update it has gone down to one digit. 

Please don't let us suffer, bring back the Touch ID and slide feature.",0,
1166,1,Digital token : Every single time the app prompt me to reinstall becos the ‘digital token’ was set up unsuccessfully eventhough after i set up new token it was stated successful. Countless times ive been deleting and reinstalling the app. And the new features? Why does it seem like this app is not working on my phone.,0,
1167,1,"bad app : keep auto close my face ID log in , Face ID is make people more easy and fast to log in , but this app is keep auto close it , if  don’t support we log in with Face ID , why must to put in this function , and log in also loading very slow",0,
1168,1,"Can’t login after registering for Digital Token : Pls fix this digital token issue. I am NOT able to login and pay my bill as whenever i clicked on my card details or bank account, it will prompt a message that said digibank session has timed out. Please re-login.",0,
1169,3,Not friendly with iphone X : Cant see my account balance now because the app doesnt have face recognition unlike ocbc app. Keep having to login,0,
1170,5,Smooth : Loved the new interface of the app. Keep it up UXDesigner!,0,
1171,3,Paynow : What happen to paynow? Usually when I login it brings me to the page to key in phone number / name. Now when I login via paynow it brings me to the ibanking login page.,0,
1172,3,"Functional. But why did the app theme go from Blue to Red?? : One day it turned red (DBS). I want my blue (POSB) theme back 😒 

(I can't find any relevant settings or a feedback option or email within the app)",0,
1173,2,Fingerprint & slide function missing : Fingerprint and slide function missing after the update..went to dbs app reviews and realised have to change the setting ourself..go to setting > personalise change...,0,
1174,1,"Improvements need to be made : I am using voice over on my iphone and this app is very unfriendly for me. Instead of reading out Account summary or Transfer funds, it reads FX or FK. Hope something can be done to make this app more user friendly to the blind community",0,
1175,4,"Cleaner and better : The new POSB app looks clean and smooth. Hopefully the next update will enable immediate Touch ID request everytime one exits to the homescreen. 
So far so good. 👍🏽👍🏽",0,
1176,1,"Buggy and Digital Token never works : App is quite buggy; you asked to open the app and authenticate with digital token, but I tried again and again and nothing happened. Some places even don’t have a fallback way such as manually entering the OTP.",0,
1177,1,"PLEASE DECIDE ON YOUR UPDATES FIRST : As mentioned above, app has wayyyyy too many (useless) updates or at least updates where users won't experience any value adding. Extremely infuriating to have to always update when all you need is quick access.",0,
1178,3,"App crashes : After i applied for a credit card, the app crashes when i try to create PIN. pls look into it.",0,
1179,5,Overall Great : Have mean using this app for quite sometime now. No complains great app.,0,
1180,3,Further improvement needed : App serves its purpose of simple transactions such as checking history and doing fund transfers. But the watch app never works.,0,
1181,2,Unable to login on iPad : The app no longer works on an iPad. It does nothing and stays on the login page after I entered my user ID and pin. It still works flawlessly on my iPhone though.,0,
1182,2,"We are unable to verify your internet connectivity. : A good app (when it works). 

Frustrating that the error pop-up keeps showing up. How to be smart nation like that?",0,
1183,3,Personlising account : Good to have option to personalise names for those holding multi accounts. Easier to manage.,0,
1184,1,Disappointed with the update : Maybe I know when will this app be fixed?! I can’t login to my ibanking because the digital token is not working!! Cannot authenticate nor use the physical token too! So how do you expect people to be doing any online banking?,0,
1185,2,Has been slow and buggy for a few weeks : used to be awesome but it’s buggy and slow for the past few weeks -.-,0,
1186,1,Cannot even log in! : Tried re downloading it a three times and still cannot even press to log in! Press the log in button and nothing is happening! The old app is better! This new app is useless!!!!,0,
1187,1,.. : Tried both posb website and application and both do not allow me to click on the SMS METHODS for any functions and my ib device is spoilt. So what? Am I forced to go down to a branch to replace just because i am unable to click on SMS method which is ridiculous,0,
1188,1,"This and DBS app crash every time : Don't upgrade as they crash every time upon opening, no chance to login. You can't downgrade to the older working very be warned. Called them no solution, you loose the mobile service. Bad bad service.",0,
1189,2,Slow loading : Keeps on loading on and on when i want to see my account details,0,
1190,1,Just uninstall and change the bank : App can't even operate properly how to expect them to safely protect the account etc.. Auto kick out from app and still kicking out even after exiting and restarting of phone.. waste time..,0,
1191,1,"Slide to preview : Before this current update, the slide to preview will update in real time everytime we slide. Why do u eliminate that funtion in this particular update ? Why do we need to exit the app and re-enter the app just to see an update on the account? Please fix. Thanks.",0,
1192,1,"Expensive fancy pretty interface, user unfriendly waste of time : Can’t find what I need. Can’t even fine where to input the transfer amount. Must have cost so much to design such a fancy interface which is so user unfriendly.",0,
1193,1,Timeout issue : Keep trying to add a payee to make a mobile bank transfer but keeps getting a timeout popup message. Have been going through the whole process for 6 times but still can’t get to do so.,0,
1194,1,"Digital token failure : The app was useful when you first launch. However, whenever I open the app to authenticate my ibanking, the digital token will have face some issue. I will need to delete the app and reinstall/setup the digital token almost every week...",0,
1195,1,"Cannot open app! : The pop up keeps appearing and it will redirect to app store to update. However, only option ""open""
Is available. Click open ad it goes back to the app. Pop up redirects again to app store and vice versa non stop🙁",0,
1196,2,Getting worse : Where is the slide and hold to see balance and also the Touch ID?!. Those are the things that make the app easy to use. Pls fix these ASAP!. We need it!,0,
1197,2,"Unable to access apps : After download the latest version, Unable to login after enter the pin.",0,
1198,1,Digital token not working : Everything works fine before the update. After the update somehow the digital token not working. I can’t do any transactions which is bloody annoying. Worst is that there’s no other way to generate the OTP! What a shame!,0,
1199,1,App keep crashing! : App keep crashing! Can’t even peek on balance! Had always log-in using facial recognition but now have to log-in manually multiple times after the update!fix it!,0,
1200,5,"Posb update. : Loving the new update features. Pretty smooth. Keep up the good work, POSB.",0,
1201,3,Problematic after update : The slide-to-view function is gone after update. Pls kindly look into this. Thanks,0,
1202,1,"Can't even download the app! : Your bank disabled the use of the old app, but the new app cannot even be downloaded at all. Please make sure the app is working fine before you launch it in the first place!",0,
1203,1,"Cannot log in due to 'heavy traffic' : So I used Safari on my mobile to browse web version, instead. Why didn't postpone app launch before bugs were fixed if you want positive reviews?",0,
1204,1,"Heavy traffic : Firstly, the app crashes. Then it keeps telling me that it is experiencing heavy traffic. You should already have anticipated how much traffic it will get based on your customer volume. Very poor experience using this app.",0,
1205,4,Nice and easy to use : Best interface compared with other banking Appa. Easy to use,0,
1206,1,"Total crap : At login page, shows an error msg without me doing anything.

Wanted to change some setting and ask for ID token to be setup. Totally couldn’t find any my Hing related to that whatsoever. It’s a total waste of time and frustration.

Your have to do bette eta GT that POSB/DBS!",0,
1207,2,"Digital Token Authenticator : Not working when I’ve switched to digital app, previous versions no issues. Need to use this for SI related, somehow it got hang when DT Authenticator was already on. IB not releasing the next steps as DT fails",0,
1208,5,New look and feel : The new UI looks really great!,0,
1209,1,"Prompt to re installing app again and again : Something wrong with the app, i have to keep re installing every now and then after a few succesful log in, please update your app. Its very inconvenient.",0,
1210,1,"Can’t use the app : Every time when I try to access my account, it says that there isn’t any internet connection therefore, I can’t use the app. If this is a bug in the system, please look into it.",0,
1211,2,Problem : It seems like there’s a problem on this app I cant even check nor lock in to my bank account,0,
1212,3,"POSB blue become DBS red : I thought I downloaded the wrong app. It's the blue POSB app but when I launch it, the interface became the red DBS interface. I don't like it. How do I change back to the blue POSB interface?",0,
1213,5,"Bugs in app? : Hi, is there bug in the app for Iso 9 users? Can't even log in to the app..",0,
1214,1,"PayNow does not work anymore : Have been fond of the app until today, when tapping on PayNow simply leads me to the transfer page where no options for a fast transfer via PayNow is available. What is wrong with the app?!",0,
1215,1,Finger print authentication : Not able to use the feature like forever. What went wrong? The app just decide one fine day that I am no longer able to use finger print to login.,0,
1216,2,Latest Update has error : the peek balance and fingerprint login functions are not available after update,0,
1217,1,"Stop loading the promotion section so I can use the app in fast : can we have a lite version where all the promotional advertisements are removed, as that we can focus on our banking needs.",0,
1218,1,Spam app : This is the only dedicated bank app that spam you with advertisements through the important notification function which you can’t afford to turn off. Totally unethical!  Do better posb dbs!,0,
1219,1,"Annoyance : It’s all good in theory. But it just doesn’t work as well as it could be. Face id login, peek balance, nickname, profile photo. All your personalisation settings just gets reset every time you close the app. What’s the point then??",0,
1220,5,"Awesome App : Guys, don't lame la. This app is working and it's way better than the dbs app. Don't anyhow rate leh.",0,
1221,1,Digital token doesn’t work : Regret updating the app. Now the app shows me a screen on the digital token that tells me I’m trying to authenticate a certain transaction but there’s nothing for me to press or click to approve the transaction.,0,
1222,1,"App very laggy and buggy : The accounts does not show until logging in the third time, bring back the previous version. Remove the automatic reply on Facebook as well.",0,
1223,1,Digital token not working after updating : This is quite annoying when you have to reinstall the application as the digital token is not working after a new update,0,
1224,2,Couldn’t log in using iPad Pro : Kind of inconvenient not able to log in using the apps using iPad Pro. Have to use my iPhone instead.,0,
1225,1,suddenly cannot login : Suddenly got problem logging in even multiple attempts previously were fine. Tried online nothing wrong. So simply just the app 🤨,0,
1226,1,Why make a useful app huge? : Move functionality and information that nobody use to a separate app or web page. I do not understand stupid corporate mentality in make useful app then add bloated useless and dumb features.,0,
1227,1,"Lost Loan Detail : Can’t see the loan detail anymore, can’t see what is the interest charged / amount detected, etc; glitch in the software, released prematurely without testing. Waiting for upgrade to fix the issue.",0,
1228,2,The App often crash : First time using and had to login in numerous times cos the app crashed after 1 to 2 transactions.  Need improvement.,0,
1229,4,"Digibank : Jus a feedback , app can suddenly crashed while using",0,
1230,1,"New update : New update is totally terrible, it keeps lagging and the app crashed when i wanted to make a transfer. Please change it back to the old interface. Thank you",0,
1231,1,"Need to do something about this. : The app keeps telling me digital token failed and I need to reinstall the app every 2-3days. It’s getting really frustrating. Didn’t use to have that issue, what is happening???????",0,
1232,1,updated app keeps crashing : have already updated the app but it still keeps crashing the moment I try to open it,0,
1233,1,"Can't even log in : Could not even access online banking due to ""high traffic"" perpetually. Did not use to have this problem in the past. Fix it please.",0,
1234,1,Just making things more difficult! : App crash! Logging issue! Peek balance issue! Touch id issue! Everything is just bloody issue. Great bank but lousy app. Do something about it!,0,
1235,2,"Apple Watch app not working : All the Apple Watch app tells me when I launch it is Service not available, and it loops the error. Annoying.",0,
1236,1,Transaction History Only 1 Month : Previous app can see transaction history for many months. This app cannot see beyond the existing month! Frustrating.,0,
1237,4,Update required : Please update app to allow for Face ID authentication. The fingerprint ID works well.,0,
1238,2,"Unable to launch the app : Can’t even see the log in screen, the app will auto shut down.",0,
1239,1,"Poor user friendliness : Why are we always forced to update or re-install the app every 2 months? This is extremely disruptive.
This app also frequently crashes.",0,
1240,4,Adding Payee : I can’t add Payee as there isn’t any option for it. I didn’t exceed the payee max limit yet.,0,
1241,1,"Many problems : Kept on crashing when I'm in the mist of transaction as well as I couldn't click on sms for the one time password. Use token and it say invalid, pls fix it, it's getting on my nerves",0,
1242,1,"Login and it hangs there? : Tried logging in twice but just takes forever to load at the screen after keying user ID and password,",0,
1243,3,"What happened? : 1. The app doesn’t allow the profile picture be saved. It prompted cannot save special character. 
2. The app crashed when clicked on the “when” during scheduling future date payment. 

Please fix. 

Thank you.",0,
1244,2,"Not user friendly UI : Previous version is much better, so easy to use, much simpler and user friendly.",0,
1245,1,Crash always : Really fed up with this App. Every day I set peek balance and Faceid login.. Somemore get a message that u authorize this device. But again next day can't see the peek balance and ask for user ID and password.. 😭..,0,
1246,1,"Retrieve & log in issue.. : • I can’t choose the date I wanted to view my E-Statement..
• I still can’t log in using my thumb print..
I’m using iPhone 7 Plus with the latest iOS & also just update the app..",0,
1247,1,"Zero stars : After update and registering for the token to prevent phishing
My account cannot even log in successfully 
Must as well use bank book and paper and eradicate all digital services",0,
1248,1,"Cannot log in after upgrade : POSB, please don't fix what isn't broken. The app was running beautifully until the last upgrade. Now I can't even open it!",0,
1249,1,Annoyed : Asking to update every other month but useless. Now asking me to update but no update app button on AppStore only open app button available. What is going on?,0,
1250,1,Fingerprint scan not working : The Finger print scan which used to be fine suddenly stopped working. Not sure whether its after any recent update.,0,
1251,1,Worst interface : Why changed to something that doesn’t work properly? The old interface serves well and fast.,0,
1252,1,"crashes on launch : ever since I updated it, it crashes on launch. now I can't use it. how am I supposed to pay my bills?
thank you very much. cannot give 0 stars.",0,
1253,1,Can’t open?? : My phone auto-updated the app and the next morning I can’t even open it. I have an urgent transfer and the atm machine is not even close to where I am now.,0,
1254,3,No more Touch ID log in : The lasted version removed touch ID log in. My system is iOS 8 but app requires iOS 9.,0,
1255,1,"The new is worse than the old : Before you start shifting people to your new app, make sure it works first. Don't just force it down on us, just like our government.",0,
1256,2,"Biometric issue : What is the use of new version when it’s like an old version?
Where is the biometric???
It’s getting backwards....",0,
1257,1,"Transactions missing! : After the implementation of the new interface , I have not been able to see my transactions. Please fix it!!",0,
1258,1,"Broke my digital token after update : The redesign is cleaner, but it broke my digital token binding between my internet banking and my mobile app. Did the project/product managers think through this rollout properly?",0,
1259,1,App is buggy : App freezes when I try to select a payee for transfer to other bank accounts yesterday and today,0,
1260,3,App Crashed : App crashed occasionally after logged in.,0,
1261,2,Apps logo turns blank : After the updated the latest version the apps Logo on my I pad become white colour it like blank ..,0,
1262,1,Error. : There seem to be an alert which logs me out of my account everytime I try to transfer money or any other mode in the app for the current version.,0,
1263,1,Completely unusable : Crashes on load since the update. Reinstalled but still broken.,0,
1264,1,Crashes often. Not able to login. : Get your act together POSB! The app crashes often and I'm not able to access my account even with manual login.,0,
1265,2,Apple watch preview balance : I cant even see my balance on the watch! Theres no settings to sync it with the watch!,0,
1266,2,"Peek balance : Peek balance does not refresh automatically, I have to close the background app and reopen to refresh",0,
1267,1,Update again and fail to login : The bug is worst... login and can’t active the etoken... call and ask me re-install the app. And after reinstall problem no solve,0,
1268,1,"Digital token : There is no prompting to register of the digital prompting. Called DBS, staff told me if still cannot, they will send me a physical token. Then what’s the point the bank launch to this digital token when their app got problem? Stupid app!",0,
1269,1,"Apple Watch : Hi, please fix the Apple Watch app is not working at all. Ocbc bank works better than your app. Please improve on the watch if is not working then just take the app away is pointless..",0,
1270,1,"Can log in but can't load : After keying in user id and password, the loading screen keeps loading.

Bring back the old app!",0,
1271,1,"Keeps auto logging me out : How to pay bills like that? Then when call in to get waiver for late fee, they say sorry please pay on time... so much for being neighbours first... pffft",0,
1272,1,Need the face id & peek balance back! : Now the log in process is so troublesome and takes quite a bit of time. Please quickly update to re-add these features please.,0,
1273,3,"Dissapoint in new update : Please bring back the slide and peek, of account' function, and bring back the fingerprint ID",0,
1274,1,"Forget this app. Go for your desktop!!😡👎 : Lousy UI and fonts layout is appalling. After first few minutes i uninstalled this app from phone. How this app gets released baffles me. Well done POSB, your app team is so good 👏👎",0,
1275,1,not stable and constant UI changes and digital token disaster : plz launch beta app n do ur testing there! why make our life tougher with an unstable main app and give us an option to opt out of digital token mess,0,
1276,1,Not working on iPad but appear under iPad filter for app : Please catch up your app with iOS update. Now I only get a login page which hangs there after logging in.,0,
1277,1,Cannot choose the transaction for PPP : You will not be able to apply the My preferred payment plan on this apl. It will noy allow you to choose your transaction. Please fix this.,0,
1278,1,"The app doesn't do what it says to do : There is no peek balance, finger print login for iPhone X which is terribly annoying as I use these features quite often",0,
1279,1,Can't log in at all : WHY WHY WHY can't you just let me log in without me having to update the freakin app?? I have literally 0 bytes and you are forcing me to update? Ridiculous.,0,
1280,3,Face ID : this needs to have face ID. Now it’s too inconvenient to login. Peek balance also missing.,0,
1281,1,Bad Update : All my accounts are collapsed into one. I have to click on it to see it. And the Digital Token button doesn’t work. It redirects you to the homepage. Very poorly done.,0,
1282,2,"Unable to open after updating on 29 April 2018. : Unable to open app after updating on 29 April 2018
Cannot open. Crash. Help fix now. Thanks.",0,
1283,3,Digital token : Does your update include the digital token function? I couldn’t manual authenticate my digital token using this app,0,
1284,1,"No SMS OTP? Must have token with me ALL the time??? : Is there no way to opt for SMS OTP to pay my bills? Sometimes I did not bring my token and I simply can't do anything! This is ridiculous, right? Please give me back this function.",0,
1285,1,Cannot login : Extremely poor app. Haven't fixed the login problem for a few months now. Can't believe this is one of the leading banks in Singapore,0,
1286,1,Bad update : Was working until I went to update. Now crash the moment I open. What's wrong? Isn't update suppose to better not worse,0,
1287,2,"Touch ID : Since the last update, the Touch ID did not appear on the screen.  Please look into it. Thank you",0,
1288,1,Old app is Better : I tried to register new payee but it’s been prompting for multiple times that I’m entering an invalid pin number. The old application is more user friendly.,0,
1289,1,Can’t access the app : I can’t access the app suddenly it keeps on prompting connectivity error either keeps in 4G or wifi,0,
1290,3,Application : I always delete the app then install. What is happening with this app?,0,
1291,1,I can't open the apps. : It crashes. Used to be working fine. I tried to uninstall and re-install again. Still crash!!!,0,
1292,1,Sometimes old is better : Preferred the interface before the updated,0,
1293,2,"App crash : After i updated, i was not able to open the app",0,
1294,1,Stupid app! Keep crashing after update! : Hello! Please check before you release the update to the public! App keep crashing after launching it. Stupid update!,0,
1295,1,"Update the App every day??? : Why do you keep releasing updates every day. Especially with the same description? If you update, indicate what you update.",0,
1296,1,Peek and Face ID don’t work : Have been trying to launch the peek balance and Face ID thing but it always says the service is not available now..,0,
1297,1,"Useless : Update to latest version this morning.
App totally can’t be use. Shows internet connection error",0,
1298,1,"Unable to open app : Can't open app in this version. 

Crashes instantly. I don't see how forcing people to go safari to login ibanking is any more secure.",0,
1299,1,Best features gone : No more touch ID and no Face ID and no more slide and hold to peek function! A hassle to keep logging in manually. It is like going backwards in technology. Please bring it back.,0,
1300,3,Digital token : Problem while tapping the digital token... can’t able to enable.,0,
1301,1,Redundant app : The app always crashes after it starts. 100% unusable and still it is not fixed for months.,0,
1302,1,Working fine until the update! : Couldn't log in after updating,0,
1303,2,Touch id issue : What's the point of saving my touch ID when i can't even use it to log in?,0,
1304,1,So much for updated interface : Your digital token never works. None of the other banks have this issue.,0,
1305,2,Digital token is disconnected after update to IOS 13 : Just did an update to IOS13 and digital token is not workable. Can’t log in to account now :(,0,
1306,1,Screen Optimisation : The app is not screen optimized yet for bigger phone. The features of the app isn’t that better for the old one. 👎🏼,0,
1307,3,Face recognition : Hi when is the face recognition feature coming up???,0,
1308,1,"Cannot login from ipad : Since the recent few updates, cannot login from ipad anymore",0,
