score,content,date,score_sentiment
1,Great interface but zero usage practicality : The interface overshadows the practicality of the app usage. Been having multiple issues with Digital Token Authentication and I’m not the only one facing this problem. Even after following the live agent’s suggestions of deleting the app and reinstalling it again it doesn’t work. Then they had to manually delete the digital token on their end (so that I can set it up again) I thought that there would be hope but the authentication STILL doesn’t work. Please POSB for the love of your neighbours fix this terrible and irritating bug.,2019-08-16 12:16:13,-1
1,What’s the point? : Really. What’s the point of the app when it does not allow you to register? Downloaded the app. Tried registering. Put in my card numbers etc. And app says service is not available try again later. Sure. Tried again later. Still didn’t work. Tried later again. Again doesn’t work. Basically I cannot register. So brings me back to my point; what’s the point of this utterly useless app when you can’t use it? And it’s a banking app. Does not inspire confidence with the banks digital initiatives if they can’t get one simple basic app right.Utterly useless.,2017-11-29 05:20:27,-1
4,Nice improved app but need tweaking : Its a nice refreshing app but first thing i noticed is the font and numbers are too small in the balance amount.It would also be nice if we can re-arrange the display order in our displayed account page like the OCBC apps offer so that the more frequently used account can be shifted to the top of the page and we dont have to scroll down the page.,2016-03-16 01:40:51,1
1,Connectivity Issue : I could not even open the app. Once the app loads an alert pops up which states “Digibank Alert. Unable to verify you internet connectivity” funny thing is that the background promotion news loads perfectly and this seems to be the only app in my phone that does not work. Ps I I have connected via mobile data and home wifi plus I have uninstalled and reinstalled several times however the issue is still there and it’s been going on for days! Please fix this issue! Such an inconvenience.,2019-03-12 13:17:47,-1
5,Where did Touch ID login go? : I had thought that DBS/POSB has finally started getting digital right with their online and app efforts but this new release is pretty disappointing. Why have you removed the Touch ID login feature? That really make your app a breeze to use and now you've gone and ruined the experience.,2017-09-05 13:54:49,1
5,Love the simple design in Financial Plan : I have been using POSB app for my daily purpose and the most advanced feature I liked the most is Financial Plan. They designed to make it more simple and very outstanding. User interface and experience are the key to success. Keep it up guys you can do it better. #BestBankInWorld,2019-08-15 12:41:15,1
1,App installed but nowhere to be found : Zero stars for this horrible appWas forced to download this app because the pervious POSB app stopped working. Even with all the bad reviews I had to download this to use IB but after clicking download the app was not seen on my phone. Tried to click download again and same thing happened. If your newest app is not ready to be used by clients why do you have to close the previous POSB IB app? This is supposed to be more convenient for clients but it just angers us? Perhaps you should attempt to use this app and ENSURE it works BEFORE releasing it.,2016-07-14 02:16:05,-1
5,Performance Improvement Feedback : Thank you for continuously making progress for a quicker and effortless ibanking.  Perhaps the next one that should be look into is the balance quick peek and face ID.   After my upgrade to iOS 12.2 i’ve to go login with userid and password the ancient way.,2019-04-14 01:53:51,1
5,Great Improvement! : I'm really impressed with the app. It is much easier to use as compared to the old mBanking app which was too cluttered. Now i'm able to check my balance and transfer funds to other accounts on my phone!,2016-03-14 22:30:43,1
1,Digital Token isn’t working?! : Want to do some online banking and I have to authenticate via the app but I keep getting the pop up to enable digital token and nothing happens even though I’ve already registered the physical token? I cannot even generate an OTP on the app because it just prompts me to login and takes me to the homepage and there’s no digital token button anywhere on the interface once you’re logged in. I don’t have the option of getting an OTP through SMS or using the physical token as well. Very frustrating!,2019-08-15 03:16:45,-1
1,Crash : I am using face ID so i can’t key wrong password but still prompt me wrong PW and need to delete the whole app and reinstall again this happens every 2days or so since I updated the key token update thing.. this has been on going i have to delete and reinstall even i know and 100% sure that i have the correct password..this has been very inconvenient cause i have accounts that I transfer money in and out from time to time.please help to check why is this happening,2019-04-23 01:50:46,-1
1,语言 : 软件已经出中文了。更新后完全没看见在哪里有中文的。,2019-09-04 05:49:37,-1
1,Great app. Nice waiting game : This is a great app that lags the moment the you open it. After a few seconds you can start to log in and thereafter you will have to wait because this bank have so many customers. You have to understand that the app not only serves you but others too. So if you can't log in please try again even though other banks do it better. At POSB waiting is better. If not why would you use it instead of going down to the dbs/posb ATMs right?,2019-10-29 11:27:56,-1
4,Satisfied but suggestion! : Very satisfying experience in the app. The only feature I wish the app provide is being able to check Transaction history for each payee or a particular person that I have transferred in stead of looking back inside the long list of every transactions.,2019-02-15 13:44:58,1
5,Biometric issues was resolved with the latest updates : The biometric issues were fixed and the app is working now very good. I feel much much better as compared to previous versions.,2019-10-01 03:14:18,1
1,New UI is bad : Still prefer the previous UI. Seems that you guys are changing the app for the sake of changing.   Poor layout.  Font is too thin text is too small hard to read.  Not everyone has a 7 inch screen !Had to jump through hoops to find a service.  Where is the card fee waiver ?  It's hidden in the chat bot and had to launch a browser to login again ?? and how do I authenticate when I am in the POSB's app browser ???What's with the insurance ad on the main page?,2019-08-25 02:05:41,-1
5,A MASSIVE improvement!!! : I don’t usually write reviews for bank apps but I’ve been frustrated with posb digibank’s app for too long.. Until today’s update. Omg it’s so fast and intuitive. It’s everything a modern bank app should be. Keep improving please I am LOVING this change!! 5 stars!,2019-08-19 16:52:31,1
5,Lo & behold : Finally an app that's thousand times better than the original. Really excited by the work of the IT team and really glad at the work you guys have been doing. Kuddos to those who worked to create this wonderful and interactive app! Cheers!,2016-03-24 04:08:38,1
3,Great idea but needs improvements : The balance peeking is useful however that also means other people can gain access to my balance info whenever I hand then my phone there should be a simple and fast verification to peek the balance like making use of the touch ID.Touch ID can also be used to replace the token for various transactions.Great app overall,2016-04-04 19:50:40,-1
5,FaceID & Peek Features are in the Personal Settings ! : Those of you using iOS12.1 - both FaceID and Peek features can be found under Settings > Personal Change (1st item in the menu) ! For those who gave poor ratings pls check again.,2018-11-28 11:47:14,1
1,Unstable and a downgrade from previous version.. : Highly unstable after updates. login page timed out for no reason -I just launched the app. Multiple service not available even though it’s touchid. Interface not user friendly as well I realised. Find it takes a while to find what I’m looking for. The previous version I was less familiar but figured out intuitively where I could find things. The design is really a downgrade as well.,2019-08-22 14:37:03,-1
5,Karthik marupaka : It’s really good app for all the workers here from India or Bangladesh or etc coz easy to send money to our families it’s good supporting app all off us please download all you to understand new things in dbs and posb we support them they will support us more,2018-09-08 13:23:12,1
1,Unfriendly User Interface : 1. Interface not optimized to iPhone 8plus. Black bars on top and bottom of screen makes the interface look outdated.2. Functionalities are not as clearly apparent as previous version.3. Failed digital token authentification when trying to make payments on line. Button to press does not appear in phone app. No other options for one time OTP generation to make payments.Very disappointed with update. Please rectify soon.,2019-08-24 23:07:25,-1
1,can i use the old version? : i tried to pay other banks credit card once first transaction was done i clicked make another payment app crashed ok fine i relogin again and clocked transfer & pay and chose pay other banks again then crash again crashed few times and the app cannot use anymore i reinstalled twice still the same the app just cannot use anymore i clicked Login and nth happen..,2016-07-04 14:58:06,-1
1,Worst banking App : DBS just can’t get this app to do the most important thing which is to allow to login to your account when you are on a desktop or laptop the digital token which was used to be there although never worked allows you to generate manual OTP and with the most recent update they completely remove this feature and I can’t login to my DBS account this is such a simple thing and they simply can’t do it right!,2019-08-15 05:25:49,-1
2,"welcoming change but : we do not need a huge banner that takes up half of screen space every time we log in saying ""welcome to digibank"" that's poor design.why did you remove the rubber banding effect when you scroll? it's a system wide feature of iOS and disabling it only makes your application inconsistent with other iOS apps.when I type in the SMS secure pin why do I need to close the keyboard just because the submit button is hidden behind it? that's poor design. it should be placed on the TOP right hand corner of the token window.please look at how impressive Apps from other countries especially the US are. Singapore apps pale in comparison",2016-03-16 04:10:12,-1
5,The new interface is pretty : The new interface is pleasant for use. As compared to other banks the digital functions really can perform most of the transactions and they are seamlessly done.,2019-08-26 14:52:17,1
1,Very Bad App and unstable at time : Had installed app on a few occasions after every attempt to synchronised my ID & Pin  after a few days it will not allow me to log in citing digi token setup failed instantly ... IT must do something about it before more will turn to other user friendly Banking App 。Please trace my past records how many time is installed and re-instal again . Before your upgrade all was well  but after that all was a mess,2019-07-20 21:27:34,-1
2,App cannot use : I been using this app for so long. After I update the app and when I want to use it. It’s keep prompting that my phone not connected to internet..?? Using wifi and even I off and on my phone many times it’s still the same... And it’s not convenient for me to always use my laptop to check my account and transfer..,2019-03-19 08:36:42,-1
1,App keeps saying unable to verify internet connectivity : Cannot log-in in app keeps saying unable to verify internet connectivity even if all other apps work. Settings checked and Data is on for this app but still the same problem. Uninstalled & installed still the same. Now cannot authenticate transactions because I cannot log-in in app so digital token cannot work. This is frustrating!,2019-03-01 08:58:36,-1
5,Can’t even login : After the latest update the app cant even allow me to log in keep receiving the error message Page timeout.,2019-06-16 04:55:59,1
3,Buggy Lagging : Before update things will smooth.. from logging in to making transactions will a breeze.. now the app take quite a while to login for iphone SE took long to process the login and sometimes double login try.. it also look very buggy.. plz do something about it...,2019-02-28 23:43:34,-1
1,Irritating .....old app is better than current app : This app is really wasting my time.. When I tap login on my iPhone 6+.. It's not even responds.. No error nothing.. When I see in AppStore there is no updated app... They just added few useful functionalities like Touch ID n quick balance .. But services are always down...what's the point to add new functions which cannot maintain.. Please come up with better quality app with new UX,2016-06-16 02:23:02,-1
4,Request for extra features : The app is currently nice enough. But of course it can still be further improved.I would like to request two new features in the credit card statement listing:(1) Show the running total of posted payments in the Unbilled Transactions pageview(2) For transactions in overseas currencies show the foreign currency amount in the transaction entryNote that these two features are already available on the desktop webpage view of the same info.,2018-02-05 07:33:15,1
4,Option to request for a new cheque book : Please consider introducing on this App an option to request for a new cheque book to be delivered instead of having to call the branch or customer service. Thank you,2017-06-12 16:28:49,1
5,Love it!! : I really love how it helps to sort out my expenses with the new Financial GPS Tracker features. I finally get to ease my mind where my money goes to. No longer need additional app to manage my money.,2018-02-25 01:06:01,1
5,Really Nice : Compared with DBS UI this new DiGi UI is superb. No need to keep moving the page. Bit scary abt the UI looks not corp style but the process is awesome. Try to change the WEB UI also like this. The new web ui is really F'Off...,2016-03-14 23:52:12,1
1,Digital token authentication is a fail : Hi POSB I have failed to authenticate my online session through the app’s digital token feature. I didn’t even receive any notification on my app and the amazing design means I have to wait for the countdown on the website to finish before I can do anything about it. Please fix this because if I cannot use the digital token authentication feature then I cannot use POSB online banking.,2019-01-04 10:49:39,-1
4,Need an update! : Always relied on Touch ID for easier login before I switched my phone. Now it’s a hassle to manually type in everything again. Could Face ID be incorporated into the app as soon as possible please?,2018-10-31 13:12:27,1
5,Works well : I got no idea what happened to the other customers about this app problem but this just works for me 100%.,2016-07-15 10:47:12,1
5,Simple and easy to use : Simple and easy to use. I think the new feature to see my full account with just a 1 pin login is very cool,2016-12-05 12:57:28,1
3,Activate Overseas Usage of Card : Tried this using both POSB and DBS app. Either I can't agree to the terms and conditions because number pad is blocking (no way to remove the number pad after keying in dates)(DBS app) or I can't limit the usage for a period of time (POSB app) T.THave to end up using the computer.,2016-05-14 11:56:22,-1
1,Face ID does not work : Face ID will succeed but the result from the app is “service not available right now.” If try to login through the normal way will be prompted with timed out error. Every single time. Unable to disable Face ID either; it will give the same message as when you try to login with Face ID. Since the latest update until now still no fix for this.,2019-09-16 02:32:33,-1
3,What happened? : The 'slide and hold' is gone?? Now i need to login in order to look at my bank acc bal. The touch id is gone too! I've seen your ads everywhere - isn't the whole unique selling point of your app the 'slide and hold' and touch id? What happened to them? Pls fix this,2016-08-27 06:06:49,-1
2,Looks better but usability falls short of old app : The old app doesn't look as good but it's much more user friendly. Buttons are big short cuts are faster. The informational flow is also more logical. Now we have menus and all which gives u a lot more functions bt the steps to get to each function is a lot more!,2016-03-30 07:54:56,-1
1,I DONT KNOW WHETHER ANYONE ELSE HAVE THIS SAME PROBLEM : My peek balance is not even on the application itself the fact that after the update it totally disappeared. Well for me its so good at first then it disappeared right after update. What just happened it’s been months i tried to find the setting and all but theres nothing. Please fix this! Hope you read this and somewhat response to it. Thanks~,2017-12-25 22:25:27,-1
5,Nice design : Really brings life to the app. Maybe those people that give those review are too rich and wants boring old ui. 10/10 devs good job for this update,2019-08-24 23:21:29,1
1,Motion sickness after use : The new update is not user friendly. Used to see everything in one screen but now need more steps to find different account or credit card balances etc; so cumbersome. Font size too big and interface does not fit phone screen properly (how to change font size?). Options are not well laid out.,2019-08-15 15:19:49,-1
2,Please revert back to the old interface : The version before the update was much more user friendly. This new update does not fit my screen and the log in page itself when typing in my name and passcode looks like an iPhone 4 keyboard. App internally was hard to navigate as well.,2019-08-14 11:07:56,-1
1,Unable to access Digital Token : Was told to register for Digital Token so that it’ll be more convenient. But now the Digital Token cannot even be accessed at all. Spoke to Customer Service and was told that this is a common issue and I have to close and reopen the app several times for it to work. Been there and done that but to no avail.Seriously solve this issue so that I can do transactions...,2019-01-30 07:56:37,-1
3,App freezes : Ever since the latest update when I want to make a transfer to my saved contacts the app freezes and force close itself. Please fix this issue because it’s frustrating. Using an iPhone 6S plus.,2019-01-06 02:20:08,-1
4,Massive improvement : Liked the new interface and functionality. Easy access to checking of balance.,2016-03-21 03:49:53,1
2,Digital Token is very unreliable : It takes a very long time for the Digital Token to respond until the Internet Banking website already expires. Authenticating just got stuck. Very unreliable. It should give the user to select SMS or hard token option when digital token is not working accordingly. It’s so frustrating.,2019-10-29 10:55:09,-1
5,In one word Fastneat and clean : New update is awesome !!! . Neat and clean design provide a refreshing feel. Performance  touch sensitivity and animation are good . This design update i am expecting since last year. Good job dbs.,2019-08-15 00:11:29,1
5,Apple watch app doesnt work anymore : It used to work fine but now it doesn't load my balance. Phone app is perfect.,2018-03-29 01:19:29,1
4,Touch ID/Face ID and Peek Balance : When I set the Touch ID/Face ID and Peek Balance after a while this setting will be back to default where I need to enter user name and password.This app is not stable and sometimes the perk balance will hang too.,2019-08-25 11:34:00,1
1,Worst update app : Updated app make me irritating setting I changed Face ID and peek balance after 1 hour all disappear and re do again and disappear again updated should be useful here make me irritating and worst update ever... please solve this problem otherwise I will cancel posb account and other bank account....My Apple Watch also doesn’t work,2019-08-23 18:57:12,-1
1,FingerPrint ID not working : It has been months since the fingerprint ID function has been down. It’s saddening to learn that the very feature that is supposed to be a norm is still not fixed after the app first launch. Can you guys look into this quickly? It has been down for months not weeks nor days. Months!,2019-10-27 12:09:59,-1
1,New Update got issue. Do not update!!! : Simply trying to compete with other banks on complicating the app and forgot all about being “easy to use”.Not easy to use and any new updates will have issues.Ever since the latest update I can no longer use my digital token and was asked to wait until 7am before I can perform any transactions.,2019-08-14 17:02:53,-1
5,Where is the Paynow option? : I don’t seems to find the paynow option now after the update,2018-12-01 21:54:08,1
1,Can’t set up digital token and app keeps saying the 6 digit pin from my physical token is invalid : This app isn’t worth 1 star. I can’t do anything with my accounts now not even checking transaction history since both digital and physical tokens didn’t work. SMS option to receive 1 time pin is also grayed out in new app. Why? I’m so frustrated now.,2019-09-01 06:44:51,-1
5,Sleek new design : I just love the new sleek design. It’s also very fast and the reorganised and improved sections is much better than the previous one. Great job!,2019-08-17 00:04:54,1
1,Problematic : Was left with no option but to download this app. I doubt this app is ready to be used. Probably too many bugs still. Having issues loading the app. Waited for a long while but still unable to login & check my account. So how to check my balance or make any transactions? Please look into this!! Goodness!!,2016-07-15 02:51:26,-1
5,Love the new update! : The updated look of digibank is def a lot more sleek and user friendly a huge improvement from its predecessor. Great job!,2019-08-25 09:42:36,1
2,Loss of Important Payee’s Names : Hi I would like to highlight the new update has caused important payee’s names to be lost.I hope relevant parties can see through this as it is extremely frustrating to be adding all the important payee’s details again (esp bank account) when it doesnt involve 1 but multiple payees. Thank you!,2019-04-26 17:22:51,-1
1,Totally incompatible with iOS 11 beta : Don't upgrade to iOS 11 beta if you want to use the posb digibank. Totally incompitable. And no one from Apple or posbank will do anything about it just saying that iOS 11  is a beta release so the app not working is unavoidable. To get it to work you will have to restore back to iOS 10. So don't understand what is this beta release for?,2017-08-19 00:36:21,-1
1,"App not working? : I'm no longer able to login with touch ID everytime I click login it doesn't prompt the touch ID login anymore and I have to login with my user ID and pin. Also the ""Swipe to see balance"" has disappeared. Quite annoying when i need to check my balance. Anyone has this problem? Pls fix it POSB I don't need atas bank outlet.",2017-07-24 07:12:01,-1
5,App not working : Unable to login . Loading loading loading,2019-03-23 01:24:11,1
1,digital token not working : Before the update the digital token is working fine. After update prompt to enable digital token. Thinking that it need to set up again but cannot find where to setup. The worse is that online website always prompt digital token authentication before proceed to anything. Please do something about this error.,2019-08-15 00:49:20,-1
1,New Version - Rubbish : Automatically updated to this new version and cannot make any transaction! The digital token cannot be enabled without any notice or message.Login on website to make transactions and the mobile one will be forced logout. Urgent transactions need to be done by tonight and don’t know how!!!DBS you should publish new version with full testing!,2019-08-14 15:24:40,-1
3,Download eStatement not available : I have installed this app hoping I can easily access & download my POSB eStatements. But this app cannot even view my eStatement. I know there's a transaction history but I still want to keep past eStatements for my record purposes.,2018-03-03 00:21:33,-1
3,lag : After the update  i can't even freaking open the app without any facing any issues :-) it just lags & the app just exits itself everytime every single time . :-) love life :-) please fix it :-) im not having it anymore :-) im done :) fix it,2019-10-08 02:44:02,-1
4,New UI’s layout doesn’t scale to my iphone x : Hi i just updated the app today and the new UI is stunning. However the layout doesn’t scale to the screen size. I’m using an iphone x please fix this!!!!,2019-08-15 06:12:59,1
4,PayNow Reg : It is tricky to register a PayNow Customer Service couldn’t help!Here is what you should do to Reg PayNow. 1) Login onto your app2) On the Left side bar you can see PayNow visible only after login. 3) Touch onto PayNow and follow the easy steps.,2018-07-11 14:50:15,1
1,"Could not log in : Not even 5 minutes into downloading the app I already have problem logging in. Tried umpteen times at least for 20 minutes still could not login. The error message received was ""experiencing heavy traffic"". Already have a bad feeling about this version. Prefer the old one; mBank.",2016-06-24 04:56:11,-1
1,I phone 7plus : Pls work out this app to be compatible to function in I phone 7/7plus. The error always show unable to verify internet connectivity. The instruction given to close the app and check the internet connection. My phone has no problem accessing other app Nor has internet connection problem.,2019-05-24 11:15:06,-1
4,Useful app! : There are more options available in the new app. Personally I love the touch ID. It saves lots of my time. It will take some times to make this app works perfectly. Chill guys!,2016-07-07 17:13:13,1
2,Unable to open app : The app was all great and working fine until the recent update. I was unable to open the app at all despite trying to delete and re-downloading the app again. Tried to go to the app support but not sure where to feedback.,2018-05-02 16:42:10,-1
1,Horrible : The bank launches a ver 3.0 app without considering the fact that the instructions on internet-banking (web browser) is still the old one. For example on the site the steps to generate a digital token is totally irrelevant as it doesn’t the same experience for the app since the app navigation is different now.,2019-08-15 00:19:54,-1
5,Possibly the best banking app! : I'm jealous that my other banking app are not as neat and informative as this. It seems that POSB / DBS are on the right track to continuously win customer's heart.,2018-03-18 14:14:02,1
1,App can't open anymore after update : I updated the app on the 18th April and now it doesn't open anymore. It's really frustrating because I can't check my balance and do transfers. everytime I click on the app it immediately crashes. Help? It can't be my phone because all my other apps work fine.,2018-04-25 09:23:58,-1
4,App on Apple Watch : Nice app love the app. Using Apple Watch so it's really great to be able to glance & see my outstanding balance but suddenly showing services not available on Apple Watch pls fix it.,2016-06-14 01:33:28,1
2,"Unable to load : Able to key in ID and PIN but the next page does not load - keeps ""loading"" but does not load. How to do transfers & checks without being able to load? Hope posb can fix before the mBanking app is retired in April next week! :)",2016-03-26 15:20:26,-1
1,Terrible! : The app used to be easy to use and a very efficient way of tracking my finances. All of a sudden it started to auto log me out of my account when I had just logged in or glitch and force shut down the whole app returning me to my phone home screen. Extremely frustrating.,2019-04-06 15:30:34,-1
4,No auto push notifications of funds received : HiPerhaps this is the most important feature still missing to get a 5 Star rating.Thanks,2018-09-10 08:37:52,1
1,Ridiculous : it is ridiculous that I cannot transfer money out or view my transactions just because I do not have my token with me as my house is under renovation thus I do not have my token to sign up for whatever nonsensical update you have. just because I can't sign up I CANNOT do transactions??? PFFT (and wow you only allow 4 stars to be submitted) SCAM,2017-08-12 15:35:58,-1
1,Help! Can’t login to POSB to do transactions. : Help! The app keeps having this pop-up message “We are unable to verify your internet connectivity. Please close the app check your network settings and login again.”I can’t even do any transactions on PayNow! Or view my bank account now that I have switched to digital token!,2019-06-23 05:38:33,-1
4,Reinstall to be TouchID back : I was having error message when using Fingerprint ID function. After reinstalling the apps the fingerprint ID function is back to normal.,2019-05-25 00:12:43,1
1,"New digibank is faulty : Unable to make any transaction as it keeps prompting to enable token when i have alrdy done so. Tried to use the manual OTP and found that the app does not even have this option. This new update only serves to ""beautify"" the app but function wise has downgraded severely. Please fix this soon or revert it back to the old version.",2019-08-14 14:28:59,-1
5,Digital token : Technical issues when using digital token authentication through AXS m station payment facility,2019-08-15 15:35:03,1
1,What kind of app is this! : I want to access my information through the app but stuck at this OTP setup and I am not allowed to skip. When I try to setup it requires the token which is currently NOT with me. Try to feedback this via review in the app but it doesn't allow me to submit my feedback unless it's a 4 star and above.,2017-07-20 01:20:03,-1
1,Previously set-up Digital Token is not working after latest update! : Digital Token is now missing after the latest update. App refuses to allow me to set up the Digital Token again & keeps kicking me back to the Home Page. Please fix this bug as we keep on having to use the physical token for payments.,2019-10-05 09:23:45,-1
2,Not responsive!! : Tried to login to my account but keeps telling me service is not available and to contact hotline. Same for mobile token!! What is going on? I can’t authenticate at all! The app keeps loading and loading. Please do something to it!!,2019-02-17 05:12:51,-1
3,TouchID login not working : Not sure if there is any specific reason why TouchID login has been taken off in the latest update.Now it requires signin via user if and password each time.,2018-12-06 03:39:54,-1
1,Update bugs : This update have bugs on digital token can't edit it. Each time I log in now I have to key in OTP this is tiresome. On top of that the Face ID never work. Please check your updates before issuing out instead of making it easier for user you making it worse.,2019-10-09 06:21:11,-1
4,Face ID still not accepeted?! : iOS face ID login has been around for some time. Do update the app to allow that soon... app was 5 stars before face id stopped working,2018-09-26 04:14:28,1
2,Very week : They try to optimize the work flow but never fix the foundations The new authentication features is not smooth and fluent at all sometimes the 1 minutes count ends and i am still waiting to press the button for next round!!,2019-01-14 02:22:33,-1
1,Inconsistent app : Quite often the app will go haywire and require you to reinstall the app again. It is very annoying when you are on the move and need something fast!!! It’s time to improve the app when everyone else is looking to improve the efficiencies of mobile banking.,2019-08-09 02:05:16,-1
2,Unable to enter app : This app is really convenient to use but lately I have problems entering the app. Tried reinstalling it switching off my phone etc but none of them work. Is anyone facing the same issue or has any advice to give?><,2018-05-06 03:18:25,-1
5,Awesome : Much better than the previous app. Easier to navigate around and get stuffs done. Love it. Good job!,2016-03-14 12:04:46,1
3,App works fine but don’t keep asking for a rating : Please allow users to opt out of being asked to do a rating of the app every time it is used. It’s really annoying.,2019-10-12 08:21:05,-1
1,New version app has bug ? Unable to log in : After upgraded to the New version app I am not able to log into my bank account - keep getting banking services not available try again soon or contact the bank. Is there bug ? Please fix. Thank you.,2019-08-14 14:50:36,-1
3,Peek view gone : Not sure what happened but the peek view function disappeared after one of the updates. I find that function very convenient sadly now it's gone.,2016-12-05 02:42:31,-1
1,Error on uploading documents : When I chose the option for uploading documents for proof of income it states there’s a typerror. And when I choose to submit cpf statement there’s an error after I’m redirected. Sounds like the app has compatibility issues which are somewhat basic stuff that we’d expect,2019-01-10 18:30:18,-1
1,"Reduced security : I prefer to enter the OTP for any transaction I will make. The so-call ""digibank"" force me to choose ""enhanced security"" which will NOT ask me for OTP again for those Low risk transactions. I am very disappointed with this update from DBS/POSB. Called customer service desk but just replied me you can try again later. From bad to worse...",2017-08-18 00:00:53,-1
1,Disappointing : The updated version will auto delete my personalisation changes and remove my list of saved payees. What is the point of saving my account details if I have to re login every time and re-enter payment accounts simply because the app auto deletes it?,2017-07-28 00:11:14,-1
5,Love the new features! Accessing the app now hassle free! : A lot better than the old one😬,2016-12-05 00:57:47,1
3,Updates new version service not available : Just updated the new version but service not available ? This causes inconvenience,2019-08-14 14:49:27,-1
1,Can't view on iWatch : I can't view the balance on my iwatch at all. It kept showing login and enable apple watch feature from the app which I already did.The only way for me to view it on my watch is to login the app on my phone leave it logged in whike I peep on my watch which is double dumb job.,2018-10-30 13:04:03,-1
4,Bug in iPhone X : Always fail first attempt log in with face ID. At least two times need to try for log in.,2017-11-28 23:35:48,1
1,Copy and paste function : Kindly do review and allow copy and paste function when making a fund transfer. As I have to key in manually for the account no. which can easily transfer to the wrong account.Do allow the use of old app during the cut over period.,2016-07-06 15:09:06,-1
1,Getting Bad : It is not cool when one is in the midst of a transaction and it kept crashing and crashing. Other local banks' applications are doing just fine with simplicity. There is no point of updating the application with additional features if it keeps crashing. Fix it!,2016-06-29 06:24:40,-1
2,Why remove the slide to view function? : The older update was more convenient allowing us to view our balance by sliding and not having to login. Was shocked to see this function missing!,2017-08-27 13:41:15,-1
5,Change the color : Please change the colour back to blue and it was very nice to look and pleasant for the eyes,2018-12-09 06:43:02,1
5,Been working all fine : Nothing wrong,2018-09-03 19:08:57,1
4,Good App : Way better than the previous app just hoping some more features involving 3D Touch in near future,2016-04-26 14:51:19,1
1,PayNow feature removed : Where is the PayNow feature? When I login via the PayNow button you bring me to my main list of accounts. When I tap Transfer/PayNow I am only able to select transfers via bank accounts via lists of payers not the usual PayNow list of mobile numbers.,2018-07-21 16:36:52,-1
3,TouchID service is not a Available : Sometime when I login with TouchID I will encounter service is not available now and it can be quite annoying. Please look into this. Thanks.,2016-03-16 04:40:06,-1
1,Too long : Takes so long just to load. Authentication page can also disappear suddenly when I want to press ‘approve’. Restarted the app more than 5 times just to authenticate but still stuck at the loading page so I gave up checking.,2019-11-01 04:51:55,-1
5,Delightful experience! : Better than the old one. Works well on the iPhone XS great job 👍🏼,2019-08-16 17:28:20,1
1,Problem on the app : I don’t know why the app keep reset by itself and at time cannot loin have to reset the app again and again. And the I have to keep update my information on the app. It just keep reset by itself can you guys pls do something about it !!!,2019-08-04 13:14:58,-1
1,NOT COMPATIBLE WITH IPHONE X : It is so annoying and very troublesome that I have to keep logging in when using the app on the iPhone X on previous phones I simply had to use Touch ID to log in. I ant even see the quick view option as I have to keep logging in every time. Please make the app iPhone X friendly !,2018-02-25 04:30:02,-1
3,"UI can be tweaked : Its nice and all but the buttons used the most are all at the top which requires users to stretch their thumb all the way up. And feels like there is too much ""news and insight"".",2016-03-14 22:55:38,-1
1,Keeps telling my digital token is gone : Have to keep deleting the app just because of the digital token. Can you fix this issue and the face id and quick peek? Everything turns off by itself in less than a week every time the app is reinstalled.,2019-07-09 13:08:01,-1
2,Service problem : I just updated the app yesterday however i could not used the services that is provided. Everything is not available..Fix it soon please,2018-12-12 06:48:01,-1
3,Face ID not supported : Please make full use of latest handphone technology to improve overall user experience. With iPhone X now required to manually key in the user ID and password for entry.,2017-11-21 09:15:17,-1
1,Frustrating : Learning to jump through a new set of hoops every couple of weeks gets tiresome.  If an app is reasonably functional and stable why not leave it alone?  This update is neither with one of the most counterintuitive interfaces I've every had the misfortune of using.,2019-08-18 08:28:28,-1
5,Latest Update is very good! 👍🏻 : The new layout is very cool and easy to access all details that i need 👏🏻👏🏻👏🏻,2019-08-26 23:56:35,1
4,Pros & Cons : Navigating in the app is now easier and faster with quicklinks peek & touch ID.But UI and design wise prefer the older version which is more pleasing to see and nicer look.,2016-03-16 18:11:02,1
3,App display not fitted for bigger phones : display seems to be for smaller screen sizes leaving large black borders on the top and bottom of screen. please fix it it looks primitive,2019-08-23 02:11:31,-1
1,disappointed : why I tried to click any button it keep on saying try again later and later and later but now i still doesn’t see any difference still the same,2018-10-05 13:24:14,-1
2,Peek Balance missing : I really miss the peek balance feature..Not sure it’s missing from iPhone X only or for all phone.. and also now everytime need to key in user ID n password would love to just unlock using face ID...Pls fix it...,2017-12-27 15:50:51,-1
2,Bring back touch ID and quick view : After latest update touch ID login and quick view function is gone. Really useful functions imho. Please bring them back!,2017-09-08 18:19:49,-1
3,"Digital Token : Digital Token seem not working anymore after the updates..kindly check on this..whenever you login using pin or touch ID..it will prompt ""unsuccessful""",2017-07-17 14:37:40,-1
1,Seriously?? : Slooow after revamp. Used to be instant clicks now seeing the POSB key blinking slowly - even selecting my account to make transfer from.Made online purchase transferred and realized no way to get transaction number even from history.. now got to call the online merchant.. Seriously DBS/POSB???,2019-08-26 17:25:14,-1
3,App not filling full screen : I just updated the app and now its not filling the whole screen on Iphone 7 there are black spaces on top and bottom of app page.,2019-08-19 12:23:58,-1
1,Can't seem to launch : Kept getting the pop up saying I have to update the app before I can use. After updating I can't seem to launch the app. Kept having the pop up again and again. Can we do smth really quick about this.,2017-07-27 02:19:39,-1
