,replyContent,score,content,thumbsUpCount,date,sentiment,keywords,generatedReply
163,"Hey David, thanks for reaching out to us. Kindly allow us to sort this out for you. Drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue for our investigation. We'll be happy to help! 🙏",1,Buggy app and bad customer support,2,2023-07-25 22:55:42,NEGATIVE,buggy app," Hi Steve, Thank you for your interest in the support of our business! Thank you to be able to find out the details of the latest issue with our help center. Please email us at support@gxs.com or write"
164,"Wow, thank you so much for the fantastic 5-star review! 😍 Your support means a lot to us. We're continuously striving to enhance the GXS app and bring in new features for an even better experience. If you have any suggestions, please don't hesitate to share them; we'd love to hear your ideas! 💜",5,"Great experience. Setup, top up, setup pocket and transfer smoothly",0,2023-07-25 19:49:10,POSITIVE,setup pocket," Hi, we're sorry to hear about your experience. We've had a hard time creating and sending your rewards but we've also offered to put us on your back! 🙏 😋🏻 We're excited to hear from you and your experience is truly unique. We're so grateful to you for using our app and thanks for your patience while we"
165,"Hi Sherrick! We're here to help. Please allow us to take a closer look at you. Drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue for our investigation. Thank you. 🙏",1,"Sign up failed without given a reason. Ask to see FAQ but click it doesn't link to it. Hello! I don't know where you guys are heading. If you don't want people to sign up, just cross out at the beginning, are you trying to gather personal data???!!!!!",4,2023-07-25 10:00:53,NEGATIVE,sign failed," Hello everyone!! Thank you for your feedback! I'm in a relationship with the same bank we're in, and after having spent more than 10% of our savings on the same card for just a few weeks this year, we realized that our savings is no longer valid. To help address this issue, we're going to share what we do best, which is to help the bank make the best use of you everyday! Our partners understand that you're our only real contact with money. We've already provided the contact info for our partners to contact by email, but you'll need to email banking@fbi.com or call 3-1-1 at any point if you have any queries or need to contact us directly with questions! Please feel free to contact us through our customer line at help@fbi.com.sg or 845-525-7100. We'd love to hear from you, and thank you! 🙏🙏🙏🙏💙💙🚀 �"
166,"We're sorry you feel that way, Ping Yuen. Fret not, we're always here to help. Do contact us at (+65) 3105 2055 or email us at help@gxs.com.sg. We'll work on it right away! 🙏",1,Scan QR feature failed big time! Parsed 16.2 as 16.02! Amatuer mistake. Did the developer of this feature attend more than a day of class in CS?!,2,2023-07-24 16:23:52,NEGATIVE,scan qr," Hi, As a reader, there aren't many things you can do with your app in a timely manner. For our purposes, here are the three biggest things that we want to get done right now. - Optimize your app for our app development team. We like to work with our team on improving our apps and we can't stress this enough. We know that our team is really hard to reach out to at every chance we get to get the most out of our app. We're constantly improving our solutions for the sake of improving the experience and we'd love for you to join our team and look into the best way"
167,"Hi there! We’re sorry to make you feel that way. Could you please get in touch with us at (+65) 3105 2055? Alternatively, you may also write to us at help@gxs.com.sg along with the screenshot of the error so that we can take a closer look into this. 🙏",1,"Everytime successfully signec up, after log in numerours time, it told me ""we have lost you in space"". Poor online banking",3,2023-07-24 08:01:24,NEGATIVE,online banking, It seems as if we haven't already missed out on the great service you're having with this app. We're glad to know you're enjoying our new payment processor and app experience. Please feel free to reach out to us at help@gxs.com.sg or leave a message in the comments below and we'll do our best to assist. Send an in-depth review for the review that appropriately replies to our feedback from the perspective of the bank. ### Reply: Thank you for visiting GXS. We would also like to thank all the transl
168,"Thanks for reaching out, Felicia. Please allow us to sort this out for you. Drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue for our investigation. We'll be happy to help! 🙏",2,"Hi, is something wrong with the app? Am error message says ""Something went wrong"" when I tried to log in with the Passcode I set yesterday.",2,2023-07-23 23:24:58,NEGATIVE,app error," Ok, sorry about that! Just wanted you guys to take a look at the full review, and send us a message of your own so we can troubleshoot this issue and take any further steps if possible! ### Reply: Just got back from the test flight today, but had to leave home because of minor battery drain and not able to turn on the app to take screenshots. This app is not for mobile! Feel free to call ahead to get in touch with us and let us know what your experience is like. 🙏💔 💚 🙏

RAW Paste Data

Hi,"
169,"We're thrilled to hear that our service has hit all the right notes! While we do not have that feature for now, rest assured that this is captured as part of our continuous improvement process. 💜",5,App is snappy. Interface is simple and straightforward. Most importantly interest is attractive. Keep it up! By the way please add 'Save payee' feature.,4,2023-07-23 23:00:56,POSITIVE,payee feature," Thank you for your feedback. We appreciate your interest in our app. Have a better experience with our website, we try to ensure faster. 🙏🚜 We're always looking forward to helping others with their digital marketing needs 🙏🙏 🭂 😘 🙏🙏 👎 🚜 🚜 🙏🚜 🙏🚜 🙏🚜 @bakitasharma, @gauravn, @danskellyand@google, @cranstonq, @xianna. We look forward to hearing back.-Guru 🚜@cran"
170,"Hey Samantha, thank you for your feedback. We are progressively rolling out new products and adding more features to our app to make your experience better.🙏💜",3,Needs a feature to save payees,2,2023-07-23 15:50:59,NEGATIVE,save payees," Hi my buddy, our experience just came across at your office. After a quick scan you got a notification that there was a problem with your Pay Card which wasn't completely resolved. Your app only works through this"
171,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,5,Apps easy to use and easy transfer,1,2023-07-23 09:47:53,POSITIVE,apps easy," Hi Adam, Thanks for your interest in the idea of a banking application for Android. We're happy to hear that it brings a lot of useful features to our app, such as ease of use and easy to share settings. If"
172,"Hey Aaron! Thanks for the awesome 5-star review! 😍 We're always working hard to improve the app and adding new features to make your experience better. Feel free to reach out to us if you have any suggestions, we'll be happy to hear them! 💜",5,Seamless registration. All done in less than 15 mins. Signed up and funds loaded. I guess they improved the app compared to the issues faced by other users earlier on.,2,2023-07-22 16:11:27,POSITIVE,seamless registration," Hi Yoon, thank you for your quick response and we are sorry for any delay for our readers! Stay tuned for further updates! 🙏🙏🙏💜💜❤️💜❤️ 🙏🙏 We're looking forward to hearing from you!

Liked this? Take a second to support us on Patreon! https://www.patreon.com/reshaps.me"
173,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,1,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!",3,2023-07-22 13:52:49,NEGATIVE,singpass app," Great app. Keep up the great work!🙏🏾😳😍🝜 (@chazgos) June 23, 2017


I'd like to thank you for your quick review. We're so grateful for your continued support and feedback! We look forward to working with the app team to improve it and adding features that suit you better! 🙏🏾🏾🙏�"
174,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",1,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.",1,2023-07-21 22:08:06,NEGATIVE,blank screen," Thanks for your support, we appreciate it :) 🙏 🚀💜💜💜🚀💜💜🏽😎😎😎😎 — Singpass (@SingPass) November 11, 2016

@RaviVayani Your app is so valuable. Thank you for being responsive too. Thanks for the help. 🅐🅐🙐🏽 — Singpass (@SingPass) November 11, 2016

@troyvivyan Thanks for the support. Our app is so important to our growing business! 👏🌈🢜🤩🏽 💫🇼🇛🚀🌈🙭🌈💫"
175,"Hi Zwe, thanks for your four stars review. We appreciate your suggestion and have raised it to our relevant team. We are continuously working on adding more features to our app to make your experience better. Please keep using our app and keep your feedback coming. Have a great day! 🚀💜🙏😊",4,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,2,2023-07-21 17:26:37,NEGATIVE,beneficiary app," Thank you for taking the time to review the app. We need to take our feedback into consideration. We will make the appropriate feature available to you so make sure you are aware of this before making a purchase. We hope you're excited to try out our upcoming app and we'll look forward to getting you your app up and running soon! 🙏️ Stay tuned! 🍎🏾 🙏🏾 We'll be happy to hear from you! 🤔 🚀 🙏🏾 Please, give us a call at +1 (628) 693-3823 to"
176,"Hi Nor Azman! Thanks for reaching out. Please allow us to sort this out for you. Drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue for our investigation. We'll be happy to help! 🙏",1,I can't seem to register!!!!,1,2023-07-21 17:14:48,NEGATIVE,register," Hi John, This was fun. We'll help you if you have any further assistance. Thank you! 🙏🏻💜🙏💙 ❤️�"
177,"Hi there! Please allow us to make this right. Drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue for our investigation. We'll be happy to help! 🙏",1,"App got a lot of issues, forever logging in singpass when want to get an account",1,2023-07-21 10:51:06,NEGATIVE,singpass want," We do get it. You can try updating it later, so that you can get the best experience. 🙏🏀 Do not forget to let us know if you have any issues while at work or just ask! 💁💏💈 Reply: Hi! :) We're constantly improving our forums. Have a great time checking your account, get app updates from here,"
178,"Hi there! We're here to help. Please allow us to take a closer look for you. Drop us an email to help@gxs.com.sg with your contact info, device model and a screenshot of your issue for our investigation. Thank you. 🙏",1,"Update 2023/07/20: saw the news about more slot being open but it still gives the same ""library tampering"" warning and force closed, no idea why, maybe it's because of developer mode is enable or whatever, but I am an app developer and no other bank apps complain about anything.",8,2023-07-20 21:57:05,NEGATIVE,bank apps," Hey! You want to learn more? Please write a review for a banking app. Write a response that appropriately replies to the review from the perspective of the app developer. ### Reply: Hey, the app does not help us deal with your pending account issues. Thank you for your interest in banking! 💜💜 https://twitter.com/therescohortanzaviv/status/8153699366548136584 Reply: Hi! Hi, we always appreciate your feedback, and have been working to improve the app significantly, so please give us your feedback at take.reply@gamespot.com.sg. We are glad to hear about your experiences and feedback over the coming weeks! Drop us an email at help@gamespot.com.sg with your contact details, how to reach out and if you can still help we'll be happy to assist you! 💩💓

PREAMBLE: Please consider opening a new account on their website with us! With this we can access you directly through your account and access all your accounts! This means we can do even better when we have your account"
179,"Thanks for the awesome 5-star rating, TJ K! Keep using our app! 🌟",5,Nice,0,2023-07-20 20:59:47,POSITIVE,nice, Thanks for your review! I've already had the issue of sending you a screenshot of my wallet using Chrome Wallet
180,Hi Allen! We are sorry for this experience. We'd love to help sort this out for you. Please drop us an email with your device model and screen recording of the issue at help@gxs.com.sg or contact us at our 24x7 hotline at (+65) 3105 2055 and we'll be happy to help! 🙏,1,Can't even open the app after downloaded it....try redownload it a few time also same,1,2023-07-20 20:11:21,NEGATIVE,app downloaded," Hi, I recently updated the app and I can't get to my Paypal address after getting stuck with my first order at the moment. If anyone has any help, feel free to reach out at support@gxs.com.sg with your contact information, the app, and the reason that your device is stuck at the address used. Thank you for your understanding in keeping us alive! 😊️ �"
181,"Hi LittleKlas AS , this is not the experience we would like you to have and we're eager to sort this out for you. 💪 Please drop us an email at help@gxs.com.sg with your contact info, device model and a screen recording of your issue so we can take a closer look into this. Thank you. 🙏",1,I can't sign up at all!!!! It just go blank after I click up with singpass,2,2023-07-20 19:10:00,NEGATIVE,click singpass," Thank you so much! Our new account is no longer open and we are always hoping for a reply from you about the issue! 🙏🚀🚔 Thank you for your interest in the app, and look to try the rest of these and other apps out soon! 🙏🚀💜 Thanks to all the awesome people around"
182,"We're here to help you out, Sing Chen Yeo! Feel free to reach us through our 24x7 hotline at (+65) 3105 2055 or simply drop us an email at help@gxs.com.sg. Don't forget to include your contact number, full name, and a screen recording of the issue. This way, we can jump right into investigating the matter and get back to you ASAP.🚀",1,Unable to sign up using singpass after multiple times.,1,2023-07-20 17:26:07,NEGATIVE,singpass multiple," Hi, Thanks for your response! If we could do something about our issues, please contact us directly at help@gxs.com.sg or by mobile, we're happy to help. We also appreciate your efforts in ensuring our products and service lives up to our high standards but please note that these issues"
183,"
Hi Bernard! Please attempt a device restart to check if the issue resolves. If not, feel free to contact us via our 24/7 hotline at (+65) 3105 2055 or send an email to help@gxs.com.sg with your contact number, full name, and a screen recording of the problem to help us investigate the matter promptly. We'll get back to you ASAP with a solution.",1,Waste time download. Keep repeat to login my Singpass,0,2023-07-20 16:42:30,NEGATIVE,login singpass," Hi all!

We apologize if this has been a good experience for you, but when our team made an effort to address this issue last year a few months ago we had no immediate response from Bankoftware. We're sorry to hear about your issues, and we'd like to take every opportunity"
184,"Hi Gautam! Could you try to restart your device and see if it works? Otherwise, please reach us through our 24x7 hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg. Just make sure to include your contact number, full name, and a screen recording of the issue. This way, we can dig into the matter and get back to you ASAP.",1,"Doesn't work after login page, freezea",4,2023-07-20 15:11:00,NEGATIVE,login page, It worked on my app at launch. ### Reply: Thanks i think. ### Reply: We're sorry for the inconvenience you've caused. We're working hard to make this right. 🙏 Thanks ⚡️ 💊
185,"Hey Eric! We'd love to assist you further. Please feel free to get in touch with us through our 24x7 hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact number, full name and screen recording of the issue so that we can investigate the matter and reach out to you promptly. 🙏",1,"Tried to sign up using singpass. After approve and redirect to the app, it still keep asking me to sign up.. useless app",5,2023-07-20 13:19:04,NEGATIVE,singpass approve," Hello My name is Aaron and I live in Canada. I have a big family and this was my first experience using Singpass and its a very simple app! We're trying to grow as a team so make sure you experience Singpass now!! 💍💜🙏🏼💜🙏🏼 💗️🙏🏼 💗️ 🔥 🔥 — Sing Pass (@SingPass) May 24, 2017

#SingPass - 💐 A"
186,"Hey Adrian , we apologise for this experience. We'd love to help sort this out for you. Please drop us an email with your device model and screenshots at help@gxs.com.sg or contact us at our 24x7 hotline at (+65) 3105 2055 and we'll be happy to help! 🙏",2,Over lapping wording. Pull down refresh need to tweak more does not feel smooth it all. Opening of account does not work if you are connected to WiFi.,6,2023-07-20 09:45:30,NEGATIVE,pull refresh," Hi Andy, We've been experiencing this for a few weeks now since a previous thread. We'd love to hear from you about a specific issue. Drop us an email at help@gxs.com.sg or send an unsolicited message via our support line at (+65) 3105 2055. We will get back to you as soon as possible. 🏜 Thanks — Andrew Breen (@austinbreen) May 19, 2013

@gxs.com.sg Gya all, appreciate your support! 🙏🏜💜🙏🛋🎉💜💜💜 �"
187,Hi Alvin! Thank you for your kind words! We're glad that you enjoyed using our app. Do share the love with your friends as well. 💜,5,Great App Easy to use,0,2023-07-20 07:47:18,POSITIVE,app easy," Hi Rob, Thanks for your review, we're sorry to hear about your interest in Palio. After a lot of trial, the app does seem to be working perfectly!"
188,"Hey Athornz, we understand how you feel and we’re eager to make things right for you. Please drop us an email at help@gxs.com.sg with your OS version and a screen recording of your issue so we can look into it right away. We appreciate your patience and understanding. 😊",1,Cant launch. Stalled at invisible layer. Then receive crashed notification.,4,2023-07-19 22:51:37,NEGATIVE,launch stalled," Hi Tom, just wanted to say it seems you are enjoying our review and have been using it since launch. I'd like to know how our new features work as expected, but as a bank we're still looking for better features and feedback. If you would like to stay informed on our review program contact us via e-mail at info@banks.com.sg or write to us at"
189,"Hey Dylan, we apologise for the difficulties you experienced. We'd love to help you. Please drop us an email with your at help@gxs.com.sg or contact us at our 24x7 hotline at (+65) 3105 2055 and we'll be happy to help! 🙏",1,"Received email notifying savings account is available to sign up, but when i tried to sign up, i got rejected immediately. No reason was given when rejected, only show faq which does not answer my question. Even after reaching out to the support email, no specific reason was given. I was simply told not eligible. An alternative savings account I suggest would be OCBC 360, which also offer high interest rate with terms and conditions.",21,2023-07-19 21:48:32,NEGATIVE,savings account," Hi @Ryan! Your email address is correct to address the issue of the issue. Would you be grateful to take any assistance I can to further the issue up the chain or do you want a call for help? If so, please tweet us a message at +65 2158 2055 or +65 080 7555. Thanks! 🙏💪💪 🙏💪

@RyanPam Reply: Thank you for your concern and concern for our bank. The issue is addressed by our management team, and we're committed to taking all appropriate actions to address this. Please make sure your account number is currently checked for unauthorized changes. ### Reply: Thank you for your enquiry and concern. Our mobile banking app handles banking for you. We look forward to helping you! 🚀🚀

Catherine C. Reply: You've had our assistance. We're extremely sorry for your concerns. We sincerely apologize for any inconvenience. Our team and our team staff work hard for every opportunity to improve the app. Please feel free to leave a direct (and happy) response, or reach out to us at +65 7617 522, via our official Twitter handle (@CAThelp@GOOGO).

Thanks! 🙏💪💪 💪"
190,"Thank you for bringing this to our attention. We are aware of this and are working hard to resolve this issue. We are sorry for the inconvenience caused and eager to make things right for you. 🙏 For us to take a closer look at it, please reach out to us directly via our in-app live chat or drop us an email at help@gxs.com.sg.",1,"Terrible experience. Took 4 attempts to finally set up account. Previous 3x received error msg ""couldn't approve your account at this time"". When the account was finally set up a few hours later, the app crashed. Have restarted the phone, uninstalled and reinstalled the app. I'm still stuck at the first page after logging in, which seemed to have a popped up msg/ad but not loading. Then the error msg of ""app is not responding"" appeared and prompted me to close the app.",75,2023-07-19 20:15:44,NEGATIVE,app stuck," Hi, We are continuously upgrading and please take a moment to review this issue. We're sorry for any inconvenience this may have caused and look forward to improving this experience for you. We appreciate your understanding. We appreciate your continued understanding of our ongoing work and working together to better serve our clients. :)🙏🏼📊 🚁 We are always available to help you. 🚨🇒 🔥 We're here to help you get started in the game, and we're looking forward to expanding! 🙏🏼📊 🚈 👋 https://support.co.uk/kb/HT7X65ZKx We're happy to help the game, and our community! 🚧🍵 🙏🏼 💌 🚖 — Team Dignitas Gaming (@DnD) July 10, 2017 Hey, If there's anything you need, please email: support@dignitas.com.sg.

Read next: Overwatch's new patch notes to help players better understand their accounts"
191,"We appreciate your valuable feedback, John. 💜 Although we currently only offer our services through our app, fear not! Our app is designed to provide you with a seamless and convenient experience, ensuring you can access our services on the go. 🚀",1,"No web interface, forced to use the app",1,2023-07-19 20:04:43,NEGATIVE,web interface, Why do you need the app to connect in the real world? ### Reply: I'm not sure I understand what you're asking for. 🙏 Just ask me 🙏. 💙😂 💙😊 �
192,We're thrilled to hear that our service has hit all the right notes. We'll let you in on a little secret: our team does a happy dance every time we receive feedback like yours. You've definitely put some pep in our step! 🤩,5,Easy to register and deposit. Clean UI interface.,1,2023-07-19 19:57:51,POSITIVE,easy register, Hi Vicky who is totally happy to help out with your application and help us make it better. 💜 Thank you. 🙏🏤️🙏🌈🍺🥥� 👼🏾🅈✔️ �
193,"Oh no! Sorry to hear this, Peng Seng! Could you please drop us an email at help@gxs.com.sg with your contact info, OS version and a screen recording of your issue so that we can look into it? Do allow us to try and make things right for you. 🙏",5,You app downloading alway show technical priblem why??,0,2023-07-19 17:35:11,NEGATIVE,app downloading," Well, our customers are not happy with your app! To make matters even worse, while the device is connected to the Internet and your banking app has an internet access address, this address is not the full wallet address you specify! Even if every single transaction is processed right now or after, your credit card"
194,"Hi Kelvin, we are sorry for this experience. We’re eager to make things right. Kindly drop us an email at help@gxs.com.sg with your contact info, OS version and a screen recording of your issue so we can look into it. 🙏",1,After setting up the account today. Login to GxS screen become unresponsive. Phone Samsung S22 ultra.,2,2023-07-19 14:56:20,NEGATIVE,gxs screen, Thank you so much. We have done our bit to assist you. Thank you for your patience and review. 🙏 We appreciate your interest in our phones as we continue to increase awareness of security concerns at certain points. We will be doing a better job with you as soon as we can. 💜 💜 We want to hear from you so feel free to reach us at help@gxs.com.sg with any problem you may have. 🤇
195,"Hey Jerry, that's not the experience we want you to have. Please drop us an email with your contact details and a video recording/screenshot at help@gxs.com.sg, and we'll get to work on this! 🙏",1,Crash upon login into a newly created account. Reinstall and still the same. I'm on Android 13 phone.,3,2023-07-19 14:01:14,NEGATIVE,crash login," Hi Tasha and thank you for understanding everything you have done for us! We hope to have you back soon! #instlegram #wallet #bitcoin ### Reply: Hi Tasha and thank you for helping us with your issue. We are currently investigating the issue to assist you in our development. To join in on the discussions, log onto our Discord or use our App. If you would like to add an issue to the conversation, or have a suggestion to open an issue/report"
196,"Hey S K, this is not the experience we want you to have. Do update to the latest version of the GXS app for the best experience possible. If the app is still misbehaving, drop us an email with your contact details and a video recording/screenshot at help@gxs.com.sg, and we'll take a closer look! 🙏",1,Terrible implementation of Singpass. Sign up keeps redirecting to Singpass,4,2023-07-19 13:16:09,NEGATIVE,redirecting singpass, This app is not able to accept more than 20 MB payment. All I do is enter your username in the app's screen (with an icon next to the card) and you will be redirected immediately to the Singpass bank. Thanks for your help! 🤩🏙 💜🏼🏙🏼 #Singpass_bank ☎️�
197,"Hi Ummageswary, thanks for reaching out. You can apply for a GXS FlexiLoan if you are aged between 21 and 65 years old, a Singapore Citizen or Singapore PR and with a minimum annual income of S$20,000. We're sorry that we couldn't offer you a GXS FlexiLoan at this point in time. You may wish to reapply for the FlexiLoan after 30 days. 🙏",1,"What is the criteria to approve the loan? Each time my hubby and I tried to apply loan multiple time, it get rejected. I wonder how much do we need to earn every month to get the loan approved!! If you have some rules and criteria then state it out so people won't waste time applying.",1,2023-07-19 08:20:04,NEGATIVE,loan approved," This is one of my favorite things to hear. Thank you for sharing your experience! 🙏 💜 🚀 👏🤰 💜 🤘 🙏🙏🏻 🙏 🙏 This is a real help to the community! 🙏 We feel that this is the right step at the right time. 🙏 🚀 🚀 🚀🙇 🚀🙇 🙏🙏🙏 🙏🙏 Just to end the review for the sake of this review, we would rather discuss your issues directly, at least with our support team 😀 We hope to hear from you soon. 🤔🔥🫜🤘 Let's get to a quick chat and get a review of your app so we can make you more money 🙄 🤔🥦😆 Stay tuned! 🤙🔥🔥🚁 💜 🙏🙏🏻 🙏🙏🙏🙏 Would love to hear your thoughts on the app"
198,"We're sorry for the hassle you've encountered. While we'd love to swoop in and fix everything right away, it seems like we need a closer look at the mischievous error you're facing. Please drop us an email at help@gxs.com.sg with your contact info, device model, and a screen recording of your issue so we can take a closer look into this, pronto! 🙏",1,Worst apps everything also no resolve well,0,2023-07-17 21:27:25,NEGATIVE,worst apps," Hi Andrew! This is a huge issue regarding our app! We're very sorry to hear your feedback this time! With so many apps out there, especially our very popular Paypal app, we're constantly working hard to improve, but unfortunately, this is the first time"
199,"Hi Aloyies! We are thrilled that you have opted for our GXS Savings account for your saving and spending needs. Your feedback is important to us, and we are committed to enhancing our product offerings. We sincerely appreciate your support! 🙏😊


",4,"GXS is great, but Apple Pay will make it even better : I do use GXS for saving and sometimes spending. However, GXS Bank lacks Apple Pay support for GXS Debit Card, which traditional banks and financial institutions such as YouTrip have already implemented Apple Pay due to its convenience. 

Since I usually only carry my phone, Apple Pay makes my life more convenient. However GXS doesn’t support it, and I am forced to use a traditional bank debit card to pay instead. Please please implement Apple Pay for your customers, even Trust Bank has already implemented it long ago. I know you listen to customers feedback because you added payees finally.

Also, please also try to get NETS on your debit card and your app for NETS QR. Paynow isn’t readily accepted by all SGQR payments. If you want a customer base for the underbanked, you need the basics of what is nearly every retail banking has.",0,2024-04-15 10:25:18,NEGATIVE,gxs bank," Thank you for your feedback. We appreciate your time and attention. GXS is a mobile banking app for your convenience. Please continue to improve and improve GXS on GXS. And keep up the good work, GXS 🙏💜💜🚀 💜 💜 💜🙏 ❤️ 🐼 💜🙏🙏 💜😘 💜😘🙏😘 💜😘 👼🙏🙏🙏🙏🙏 🚀💜🚀💜💜⚨🙏 🚀💜💜🚀💜🚀💜🚀 💜🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏 👀👎 I appreciate you all too much! 🙏🙏 My gratitude. ❤️ ❤️ @geokhancourt 🚙 💜 💜🚀 🚀 💜🚀 💜 📏🙏 🙏🙏🙏🙏 🙏🙏🙏 🚀💜 💜💜🚀 💜💜 🙏🙏🙏😘 💜👍🚘 💜🏜🏜 💜🚀 💜💜🚀😘 💜💜 🙏🙏🙏😘 ❤️ ❤️ 🚀💜💜🙏🙏🙏🙏 ❤️🚂 🙏🙏🙏🙏🙏🙏😘 💜🚀💜💜 🙏👍🚘 👍🚘❤️👍🚘👍🚘 💜🚀💜🚀😘🔥 💜🚀 💜🚀💜 🚀💜🙏🙏🙏🙏🙏😘😘 🚀💜💜 💜🚀 💜🚀💜 💜🚀💜💜🚀😘😘 💜🚀💜💜 💜😘 🙏🙏🙏 🙏🙏🙏👍🚘 ☀️👍🚘💜💜 🚀 💜🚀💜🚀😘🔥 💜🚀💜💜🚀 💜🚀💜 💜🚀💜 💜👍🚘 🚘👊🚘💜 🚀💜💜 🚀💜 🚀💜 �"
200,"Hi Eugene! Were thrilled to know that you like our app and our promotions! Rest assured, were continuously working hard to enhance our features to improve your experience. We cant wait for you to try them out in the future. Thank you for your support! 🙏😊",4,App can have more features! : Great banking app with attractive interest rates! Please allow us to add and/or save payees so we don’t have to keep typing out UEN numbers or account numbers. Would be nice to be able to add the debit card to Apple Pay too!!,0,2024-03-06 08:36:37,POSITIVE,banking app, Hi Lenny. Thanks for your feedback! 💜 We're definitely appreciative that you're interested in learning about the banking app from our perspective. We're currently working to integrate our banking app into our services and we're in the process of working with our partners to make sure this seamless integration is complete! We will be in touch with any questions we may have and will do our best to get a response quickly. 💜 We appreciate our continued support and feedback! 💜 Stay tuned! 💜💜 💜💜💜💜💜💜 💜 💜💜💜💜💜💜 💜💜💜💜 💜💜💜 💜💜💜💜💜💜👍 👍 👍 👍 👍 🜀💜💜💜😃😇 #bank
201,"Hi Dfdsa132! Were delighted that you love our Saving Pockets features, our high interest rates offering and app design! 💜 We strive to improve our app and products to serve you better.🙏Thank you so much for your 5-star review, it made our day! 🙌",5,"A big bang! : A bank like no other, no bank have such amazing feature to separate your money into different “pockets” to keep track of your goals. Moreover the interest rate they give is the highest for the no effort! Interest are being deposit daily and it’s amazing to see 💵 coming in to the bank daily! 

The user interfaces is so intuitive that every button can be found with your eyes close, that makes money transfer so much smoother. Also the colours is so slick that I want to turn the app on everyday just to look at it and see the daily interest

Lots of potential for the product and I can’t wait to see more of it.",0,2022-11-09 03:13:16,POSITIVE,bank amazing," Thank you to our sponsor. We appreciate your support for our company. 🙏 💝🏻 We'll look into every aspect of our payment system in the future.

We love how our app has been growing. We know that you're all looking forward to hearing more positive feedback from the bank. Thank you for your engagement 💜🤖️ 👄 💘 💝 🚀

Also: 🐤💔🙏 We feel that feedback from Bank of America is of utmost importance to you, and we've got a range of suggestions for you to take part in. Stay tuned 💔🙏🔀 👄 💚 💚 🚀 💟 💖 💙 ❤️ 🔃💙 🛚 🚇 👔 👋 🙏 👇  ❤️🏼 I ❤️ that @bankofamerica is here for us 😊😊😊 🚈 This is definitely a great gift to 🙏🏼! 💩🚈 🚐 🙏 🚤 😩 💞 🙏 🙏🏼 🙏 🙏🏼 🙏🏼 🙏🏜 🙏 🚝 🚫 🚶 😩😩 🚷😩😩 😩 🚴 😩😩😩🚐 😩😩 AAAAAAAAAAAAAAAAAAAAA!!!! 💒😊😊😊😊 🏆 🏆 🏆 🚨 🛚 🌨 🛯 😩😩 🛰

Stay tuned to our support centre 💖💚. 💥 🙏🚉 I can only hope that we can reach out to you through our next app 😊😊 😊 💰 🚩 🙏 🚩 🚖 🙏 🙏👌 🙏😅😕 🚀 🙏 🚄 🚇 🙏 👍 🙏 👍 🙏 👍 😉 👙 🏂 🚆 ❤️ 🚇 ❤️ 😀 🐞 👌 😀 👌�"
202,"Hi there! We’re sorry to make you feel that way, and we’ll definitely take this in as a feedback. Rest assured that we’re constantly working hard to improve the experience for all our customers, and would be delighted to be given the chance to serve you again in the future! 🙏 ",1,"Unreasonable drop in interest rate : Notice that the drop in interest rate of 0.8% in saving accounts. GXS just come out with a reason to say many consumers want a increase in interest rate in main accounts as most of their funds are there to get the 1.2x points for dash and grab spending. Hence they decrease the interest rate to 2.68% in saving account and increase to 2.38% in main account .

The thing is GXS can increase the main account interest and maintain the interest rate in saving account. They will attract more consumer in this case. However, they use this opportunity to decease the interest rate in saving account instead and use the consumer as an excuse for the decrease.

I am very disappointed in GXS and have close my account in GXS. There are other banks offering a higher interest rate such as OCBC and UOB for saving accounts. No point sticking to GXS.",0,2023-09-09 08:33:43,NEGATIVE,gxs banks," Hi! I'm at a loss for words. I feel there is no connection between your account and our investment and now we're not even considering the possibility to open up our own bank account. We just need a little help from the community to find a way to increase our savings and deposit rates. Hiya! 🙏 We're here to help! 🐜 Help us out! Share your thoughts with us on social media via our Google Plus program or drop us a line at help@globaltimes.com.sg! 💜 Our team will be on duty at 9pm Eastern for tomorrow morning to assist you. 🙏 Thank you! 🙏 ✍🏻 🙏🏩

Have a nice weekend, 🍚🍑"
